,Date,Name,Team,Position,Opp,Home/Away,Line,Moneyline,Projection,Diff,Pick,Result,over_under,seven_day_accuracy,successful_pick,Matches
6960,2021-11-06,Monte Morris,DEN,G,HOU,vs.,11.5,-105,10.9,-0.6,11.5,9.0,u,0.48,1,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6961,2021-11-08,Monte Morris,DEN,G,MIA,vs.,11.5,100,11.2,-0.3,11.5,14.0,u,0.44,0,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6962,2021-11-10,Monte Morris,DEN,G,IND,vs.,14.5,-127,12.63,-1.87,14.5,10.0,u,0.45,1,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6963,2021-11-12,Monte Morris,DEN,G,ATL,vs.,11.5,100,12.63,1.14,11.5,8.0,o,0.46,0,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6964,2021-11-14,Monte Morris,DEN,G,POR,vs.,11.5,-113,11.75,0.25,11.5,15.0,o,0.47,1,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6965,2021-11-15,Monte Morris,DEN,G,DAL,@,12.5,-122,10.88,-1.62,12.5,17.0,u,0.47,0,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6966,2021-11-18,Monte Morris,DEN,G,PHI,vs.,12.5,-122,11.57,-0.93,12.5,11.0,u,0.55,1,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6967,2021-11-19,Monte Morris,DEN,G,CHI,vs.,13.5,-118,13.8,0.3,13.5,6.0,o,0.56,0,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6968,2021-11-21,Monte Morris,DEN,G,PHO,@,13.5,-130,9.86,-3.65,13.5,10.0,u,0.55,1,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6969,2021-11-23,Monte Morris,DEN,G,POR,@,13.5,-120,11.71,-1.79,13.5,16.0,u,0.49,0,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6970,2021-11-26,Monte Morris,DEN,G,MIL,vs.,13.5,-125,11.74,-1.75,13.5,15.0,u,0.4,0,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6971,2021-11-29,Monte Morris,DEN,G,MIA,@,11.5,-113,11.61,0.11,11.5,11.0,o,0.49,0,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6972,2021-12-01,Monte Morris,DEN,G,ORL,@,12.5,-110,11.97,-0.53,12.5,22.0,u,0.49,0,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6973,2021-12-04,Monte Morris,DEN,G,NYK,@,12.5,-125,12.35,-0.15,12.5,9.0,u,0.55,1,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6974,2021-12-06,Monte Morris,DEN,G,CHI,@,12.5,-115,12.23,-0.27,12.5,19.0,u,0.51,0,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6975,2021-12-08,Monte Morris,DEN,G,NOR,@,11.5,-133,13.04,1.54,11.5,11.0,o,0.55,0,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6976,2021-12-09,Monte Morris,DEN,G,SAS,@,12.5,-113,12.45,-0.06,12.5,13.0,u,0.56,0,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6977,2021-12-11,Monte Morris,DEN,G,SAS,@,12.5,-117,13.23,0.73,12.5,19.0,o,0.51,1,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6978,2021-12-13,Monte Morris,DEN,G,WAS,vs.,13.5,-128,12.95,-0.55,13.5,22.0,u,0.49,0,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6979,2021-12-15,Monte Morris,DEN,G,MIN,vs.,14.5,-128,13.78,-0.72,14.5,15.0,u,0.57,0,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6980,2021-12-17,Monte Morris,DEN,G,ATL,@,12.5,-133,13.42,0.92,12.5,21.0,o,0.57,1,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6981,2021-12-22,Monte Morris,DEN,G,OKC,@,13.5,-115,12.52,-0.98,13.5,10.0,u,0.6,1,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6982,2021-12-23,Monte Morris,DEN,G,CHA,vs.,12.5,-127,13.54,1.04,12.5,3.0,o,0.61,0,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6983,2021-12-26,Monte Morris,DEN,G,LAC,@,13.5,-130,12.34,-1.16,13.5,12.0,u,0.57,1,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6984,2022-01-05,Monte Morris,DEN,G,UTH,vs.,10.5,-110,10.3,-0.2,10.5,20.0,u,0.56,0,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6985,2022-01-07,Monte Morris,DEN,G,SAC,vs.,13.5,-115,12.8,-0.7,13.5,13.0,u,0.61,1,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6986,2022-01-09,Monte Morris,DEN,G,OKC,@,12.5,105,11.4,-1.1,12.5,8.0,u,0.61,1,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6987,2022-01-11,Monte Morris,DEN,G,LAC,@,12.5,-134,13.0,0.5,12.5,11.0,o,0.57,0,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6988,2022-01-13,Monte Morris,DEN,G,POR,vs.,12.5,-105,12.7,0.2,12.5,9.0,o,0.54,0,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6989,2022-01-15,Monte Morris,DEN,G,LAL,vs.,12.5,-115,11.4,-1.1,12.5,10.0,u,0.53,1,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6990,2022-01-16,Monte Morris,DEN,G,UTH,vs.,12.5,-110,9.5,-3.0,12.5,13.0,u,0.57,0,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6991,2022-01-19,Monte Morris,DEN,G,LAC,vs.,11.5,-115,12.6,1.1,11.5,19.0,o,0.62,1,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6992,2022-01-21,Monte Morris,DEN,G,MEM,vs.,12.5,-113,12.2,-0.3,12.5,17.0,u,0.59,0,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6993,2022-01-23,Monte Morris,DEN,G,DET,vs.,12.5,-113,13.8,1.3,12.5,4.0,o,0.55,0,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6994,2022-01-25,Monte Morris,DEN,G,DET,@,12.5,-106,13.7,1.2,12.5,12.0,o,0.48,0,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6995,2022-01-26,Monte Morris,DEN,G,BKN,@,13.5,-127,12.2,-1.3,13.5,,u,0.43,0,"[('Monte Morris', 100), ('Monte Morris', 100)]"
6996,2021-10-20,Montrezl Harrell,WAS,F,TOR,@,12.5,-120,13.44,0.94,12.5,22.0,o,0.33,1,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
6997,2021-10-22,Montrezl Harrell,WAS,F,IND,vs.,17.5,-115,15.17,-2.33,17.5,14.0,u,0.47,1,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
6998,2021-10-25,Montrezl Harrell,WAS,F,BKN,@,13.5,-120,15.43,1.93,13.5,10.0,o,0.45,0,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
6999,2021-10-27,Montrezl Harrell,WAS,F,BOS,@,12.5,-115,14.61,2.11,12.5,25.0,o,0.45,1,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7000,2021-10-28,Montrezl Harrell,WAS,F,ATL,vs.,16.5,-105,14.35,-2.15,16.5,25.0,u,0.42,0,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7001,2021-10-30,Montrezl Harrell,WAS,F,BOS,vs.,19.5,-134,18.23,-1.27,19.5,20.0,u,0.45,0,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7002,2021-11-01,Montrezl Harrell,WAS,F,ATL,@,14.5,-115,17.45,2.95,14.5,13.0,o,0.52,0,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7003,2021-11-03,Montrezl Harrell,WAS,F,TOR,vs.,16.5,-120,18.39,1.89,16.5,15.0,o,0.55,0,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7004,2021-11-05,Montrezl Harrell,WAS,F,MEM,vs.,14.5,-121,19.05,4.55,14.5,18.0,o,0.49,1,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7005,2021-11-07,Montrezl Harrell,WAS,F,MIL,vs.,15.5,-110,18.54,3.04,15.5,15.0,o,0.46,0,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7006,2021-11-10,Montrezl Harrell,WAS,F,CLE,@,14.5,-105,15.3,0.8,14.5,22.0,o,0.45,1,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7007,2021-11-13,Montrezl Harrell,WAS,F,ORL,@,16.5,-115,20.9,4.4,16.5,20.0,o,0.49,1,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7008,2021-11-15,Montrezl Harrell,WAS,F,NOR,vs.,16.5,-115,17.01,0.51,16.5,15.0,o,0.47,0,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7009,2021-11-17,Montrezl Harrell,WAS,F,CHA,@,14.5,-125,21.1,6.6,14.5,15.0,o,0.5,1,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7010,2021-11-18,Montrezl Harrell,WAS,F,MIA,@,14.5,-105,17.6,3.1,14.5,12.0,o,0.55,0,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7011,2021-11-22,Montrezl Harrell,WAS,F,CHA,vs.,14.5,-115,17.8,3.3,14.5,24.0,o,0.53,1,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7012,2021-11-24,Montrezl Harrell,WAS,F,NOR,@,14.5,-105,16.8,2.3,14.5,10.0,o,0.46,0,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7013,2021-11-26,Montrezl Harrell,WAS,F,OKC,@,14.5,-111,16.61,2.11,14.5,14.0,o,0.4,0,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7014,2021-11-27,Montrezl Harrell,WAS,F,DAL,@,13.5,-127,15.43,1.93,13.5,11.0,o,0.42,0,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7015,2021-11-29,Montrezl Harrell,WAS,F,SAS,@,12.5,-115,14.0,1.5,12.5,6.0,o,0.49,0,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7016,2021-12-01,Montrezl Harrell,WAS,F,MIN,vs.,12.5,-115,15.79,3.29,12.5,27.0,o,0.49,1,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7017,2021-12-03,Montrezl Harrell,WAS,F,CLE,vs.,12.5,-125,14.73,2.23,12.5,7.0,o,0.55,0,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7018,2021-12-05,Montrezl Harrell,WAS,F,TOR,@,12.5,-118,15.1,2.6,12.5,6.0,o,0.53,0,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7019,2021-12-06,Montrezl Harrell,WAS,F,IND,@,13.5,-120,14.95,1.45,13.5,11.0,o,0.51,0,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7020,2021-12-08,Montrezl Harrell,WAS,F,DET,@,12.5,-125,16.12,3.62,12.5,4.0,o,0.55,0,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7021,2021-12-11,Montrezl Harrell,WAS,F,UTH,vs.,13.5,-115,16.0,2.5,13.5,9.0,o,0.51,0,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7022,2021-12-13,Montrezl Harrell,WAS,F,DEN,@,11.5,-120,12.4,0.9,11.5,8.0,o,0.49,0,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7023,2021-12-15,Montrezl Harrell,WAS,F,SAC,@,11.5,-115,17.02,5.52,11.5,14.0,o,0.57,1,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7024,2021-12-16,Montrezl Harrell,WAS,F,PHO,@,11.5,-115,12.9,1.4,11.5,12.0,o,0.56,1,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7025,2021-12-18,Montrezl Harrell,WAS,F,UTH,@,11.5,-105,13.1,1.6,11.5,11.0,o,0.59,0,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7026,2021-12-23,Montrezl Harrell,WAS,F,NYK,@,12.5,-113,12.4,-0.1,12.5,15.0,u,0.61,0,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7027,2021-12-26,Montrezl Harrell,WAS,F,PHI,vs.,12.5,-120,15.13,2.63,12.5,15.0,o,0.57,1,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7028,2022-01-12,Montrezl Harrell,WAS,F,ORL,vs.,10.5,100,14.2,3.7,10.5,16.0,o,0.55,1,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7029,2022-01-15,Montrezl Harrell,WAS,F,POR,vs.,11.5,105,11.3,-0.2,11.5,16.0,u,0.53,0,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7030,2022-01-19,Montrezl Harrell,WAS,F,BKN,vs.,11.5,-120,12.4,0.9,11.5,14.0,o,0.62,1,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7031,2022-01-21,Montrezl Harrell,WAS,F,TOR,vs.,13.5,100,13.1,-0.4,13.5,10.0,u,0.59,1,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7032,2022-01-23,Montrezl Harrell,WAS,F,BOS,vs.,11.5,-115,12.3,0.8,11.5,3.0,o,0.55,0,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7033,2022-01-25,Montrezl Harrell,WAS,F,LAC,vs.,11.5,105,13.6,2.1,11.5,12.0,o,0.48,1,"[('Montrezl Harrell', 100), ('Montrezl Harrell', 100)]"
7034,2021-10-24,Moritz Wagner,ORL,F,NYK,@,5.5,-110,5.94,0.44,5.5,8.0,o,0.43,1,"[('Moritz Wagner', 100), ('Moritz Wagner', 100)]"
7035,2021-10-27,Moritz Wagner,ORL,F,CHA,vs.,4.5,-125,6.0,1.5,4.5,4.0,o,0.45,0,"[('Moritz Wagner', 100), ('Moritz Wagner', 100)]"
7036,2021-12-03,Moritz Wagner,ORL,F,HOU,@,6.5,-135,6.64,0.14,6.5,5.0,o,0.55,0,"[('Moritz Wagner', 100), ('Moritz Wagner', 100)]"
7037,2021-12-06,Moritz Wagner,ORL,F,GSW,@,6.5,-105,7.3,0.8,6.5,1.0,o,0.51,0,"[('Moritz Wagner', 100), ('Moritz Wagner', 100)]"
7038,2021-12-08,Moritz Wagner,ORL,F,SAC,@,6.5,-120,6.34,-0.16,6.5,0.0,u,0.55,1,"[('Moritz Wagner', 100), ('Moritz Wagner', 100)]"
7039,2021-12-12,Moritz Wagner,ORL,F,LAL,@,6.5,-120,6.13,-0.37,6.5,0.0,u,0.48,1,"[('Moritz Wagner', 100), ('Moritz Wagner', 100)]"
7040,2021-12-30,Moritz Wagner,ORL,F,MIL,vs.,10.5,-128,6.27,-4.23,10.5,19.0,u,0.57,0,"[('Moritz Wagner', 100), ('Moritz Wagner', 100)]"
7041,2021-12-18,Mychal Mulder,ORL,G,BKN,@,12.5,-120,8.0,-4.5,12.5,7.0,u,0.59,1,"[('Mychal Mulder', 100), ('Mychal Mulder', 100)]"
7042,2021-10-20,Myles Turner,IND,C,CHA,@,12.5,-113,13.79,1.29,12.5,9.0,o,0.33,0,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7043,2021-10-22,Myles Turner,IND,C,WAS,@,11.5,-118,14.18,2.68,11.5,40.0,o,0.47,1,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7044,2021-10-25,Myles Turner,IND,C,MIL,vs.,12.5,-113,13.96,1.46,12.5,5.0,o,0.45,0,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7045,2021-10-27,Myles Turner,IND,C,TOR,@,11.5,-120,10.9,-0.6,11.5,10.0,u,0.45,1,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7046,2021-10-29,Myles Turner,IND,C,BKN,@,10.5,-118,12.55,2.05,10.5,9.0,o,0.45,0,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7047,2021-10-30,Myles Turner,IND,C,TOR,vs.,11.5,-120,12.44,0.94,11.5,10.0,o,0.45,0,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7048,2021-11-01,Myles Turner,IND,C,SAS,vs.,11.5,-125,12.98,1.48,11.5,19.0,o,0.52,1,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7049,2021-11-03,Myles Turner,IND,C,NYK,vs.,10.5,110,12.1,1.6,10.5,25.0,o,0.55,1,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7050,2021-11-05,Myles Turner,IND,C,POR,@,11.5,-125,13.52,2.02,11.5,16.0,o,0.49,1,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7051,2021-11-07,Myles Turner,IND,C,SAC,@,12.5,-120,13.6,1.1,12.5,12.0,o,0.46,0,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7052,2021-11-10,Myles Turner,IND,C,DEN,@,12.5,-105,12.99,0.49,12.5,13.0,o,0.45,1,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7053,2021-11-11,Myles Turner,IND,C,UTH,@,12.5,-105,12.3,-0.2,12.5,13.0,u,0.46,0,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7054,2021-11-13,Myles Turner,IND,C,PHI,vs.,12.5,-105,12.3,-0.2,12.5,20.0,u,0.49,0,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7055,2021-11-15,Myles Turner,IND,C,NYK,@,11.5,-128,14.8,3.31,11.5,3.0,o,0.47,0,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7056,2021-11-17,Myles Turner,IND,C,DET,@,12.5,-115,13.96,1.46,12.5,6.0,o,0.5,0,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7057,2021-11-19,Myles Turner,IND,C,CHA,@,12.5,-113,15.41,2.92,12.5,4.0,o,0.56,0,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7058,2021-11-20,Myles Turner,IND,C,NOR,vs.,11.5,105,12.74,1.25,11.5,11.0,o,0.56,0,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7059,2021-11-22,Myles Turner,IND,C,CHI,@,11.5,100,13.12,1.62,11.5,12.0,o,0.53,1,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7060,2021-11-24,Myles Turner,IND,C,LAL,vs.,11.5,-121,13.75,2.25,11.5,12.0,o,0.46,1,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7061,2021-11-26,Myles Turner,IND,C,TOR,vs.,11.5,-110,12.56,1.06,11.5,17.0,o,0.4,1,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7062,2021-11-28,Myles Turner,IND,C,MIL,vs.,11.5,-110,12.2,0.7,11.5,2.0,o,0.48,0,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7063,2021-12-01,Myles Turner,IND,C,ATL,vs.,10.5,-125,12.2,1.7,10.5,17.0,o,0.49,1,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7064,2021-12-03,Myles Turner,IND,C,MIA,vs.,11.5,-120,12.6,1.1,11.5,20.0,o,0.55,1,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7065,2021-12-06,Myles Turner,IND,C,WAS,vs.,12.5,-127,13.23,0.73,12.5,5.0,o,0.51,0,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7066,2021-12-08,Myles Turner,IND,C,NYK,vs.,10.5,-128,13.11,2.61,10.5,22.0,o,0.55,1,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7067,2021-12-10,Myles Turner,IND,C,DAL,vs.,12.5,-109,13.62,1.12,12.5,17.0,o,0.51,1,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7068,2021-12-13,Myles Turner,IND,C,GSW,vs.,12.5,-120,13.65,1.15,12.5,6.0,o,0.49,0,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7069,2021-12-15,Myles Turner,IND,C,MIL,@,13.5,-105,14.43,0.93,13.5,13.0,o,0.57,0,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7070,2021-12-16,Myles Turner,IND,C,DET,vs.,12.5,-122,14.1,1.6,12.5,16.0,o,0.56,1,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7071,2021-12-21,Myles Turner,IND,C,MIA,@,12.5,-113,12.0,-0.5,12.5,9.0,u,0.63,1,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7072,2021-12-23,Myles Turner,IND,C,HOU,vs.,15.5,100,14.28,-1.22,15.5,32.0,u,0.61,0,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7073,2021-12-26,Myles Turner,IND,C,CHI,@,14.5,-120,14.03,-0.47,14.5,19.0,u,0.57,0,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7074,2021-12-29,Myles Turner,IND,C,CHA,vs.,16.5,-103,16.9,0.4,16.5,14.0,o,0.58,0,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7075,2021-12-31,Myles Turner,IND,C,CHI,vs.,16.5,-122,14.25,-2.25,16.5,10.0,u,0.57,1,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7076,2022-01-02,Myles Turner,IND,C,CLE,@,15.5,-128,13.31,-2.19,15.5,12.0,u,0.56,1,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7077,2022-01-04,Myles Turner,IND,C,NYK,@,13.5,-128,14.06,0.56,13.5,5.0,o,0.55,0,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7078,2022-01-05,Myles Turner,IND,C,BKN,vs.,15.5,-113,13.4,-2.1,15.5,14.0,u,0.56,1,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7079,2022-01-08,Myles Turner,IND,C,UTH,vs.,15.5,-115,14.0,-1.5,15.5,8.0,u,0.62,1,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7080,2022-01-10,Myles Turner,IND,C,BOS,@,12.5,-115,13.03,0.53,12.5,6.0,o,0.6,0,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7081,2022-01-12,Myles Turner,IND,C,BOS,vs.,11.5,-105,12.4,0.9,11.5,18.0,o,0.55,1,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7082,2022-01-14,Myles Turner,IND,C,PHO,vs.,12.5,-106,12.72,0.22,12.5,5.0,o,0.53,0,"[('Myles Turner', 100), ('Myles Turner', 100)]"
7083,2021-11-03,Naji Marshall,NOR,F,SAC,@,7.5,-105,6.0,-1.5,7.5,5.0,u,0.55,1,"[('Naji Marshall', 100), ('Naji Marshall', 100)]"
7084,2021-11-08,Naji Marshall,NOR,F,DAL,@,7.5,-125,6.15,-1.35,7.5,0.0,u,0.44,1,"[('Naji Marshall', 100), ('Naji Marshall', 100)]"
7085,2021-10-25,Nassir Little,POR,F,LAC,@,9.5,-113,0.01,-9.49,9.5,10.0,u,0.45,0,"[('Nassir Little', 100), ('Nassir Little', 100)]"
7086,2021-10-29,Nassir Little,POR,F,LAC,vs.,7.5,-135,9.21,1.71,7.5,8.0,o,0.45,1,"[('Nassir Little', 100), ('Nassir Little', 100)]"
7087,2021-11-01,Nassir Little,POR,F,PHI,@,7.5,-110,8.67,1.17,7.5,4.0,o,0.52,0,"[('Nassir Little', 100), ('Nassir Little', 100)]"
7088,2021-11-03,Nassir Little,POR,F,CLE,@,6.5,-135,8.6,2.1,6.5,0.0,o,0.55,0,"[('Nassir Little', 100), ('Nassir Little', 100)]"
7089,2021-11-09,Nassir Little,POR,F,LAC,@,5.5,-135,5.1,-0.4,5.5,4.0,u,0.44,1,"[('Nassir Little', 100), ('Nassir Little', 100)]"
7090,2021-11-10,Nassir Little,POR,F,PHO,@,5.5,105,5.8,0.3,5.5,8.0,o,0.45,1,"[('Nassir Little', 100), ('Nassir Little', 100)]"
7091,2021-11-20,Nassir Little,POR,F,PHI,vs.,8.5,-125,8.35,-0.15,8.5,11.0,u,0.56,0,"[('Nassir Little', 100), ('Nassir Little', 100)]"
7092,2021-11-23,Nassir Little,POR,F,DEN,vs.,8.5,-125,8.26,-0.24,8.5,13.0,u,0.49,0,"[('Nassir Little', 100), ('Nassir Little', 100)]"
7093,2021-11-24,Nassir Little,POR,F,SAC,@,9.5,100,8.91,-0.59,9.5,16.0,u,0.46,0,"[('Nassir Little', 100), ('Nassir Little', 100)]"
7094,2021-11-26,Nassir Little,POR,F,GSW,@,9.5,-133,8.82,-0.68,9.5,3.0,u,0.4,1,"[('Nassir Little', 100), ('Nassir Little', 100)]"
7095,2021-11-29,Nassir Little,POR,F,UTH,@,10.5,-135,8.53,-1.97,10.5,7.0,u,0.49,1,"[('Nassir Little', 100), ('Nassir Little', 100)]"
7096,2021-12-12,Nassir Little,POR,F,MIN,vs.,12.5,-120,9.71,-2.79,12.5,10.0,u,0.48,1,"[('Nassir Little', 100), ('Nassir Little', 100)]"
7097,2021-12-14,Nassir Little,POR,F,PHO,vs.,10.5,-111,7.3,-3.2,10.5,3.0,u,0.53,1,"[('Nassir Little', 100), ('Nassir Little', 100)]"
7098,2021-12-17,Nassir Little,POR,F,CHA,vs.,10.5,-105,10.29,-0.21,10.5,3.0,u,0.57,1,"[('Nassir Little', 100), ('Nassir Little', 100)]"
7099,2021-12-19,Nassir Little,POR,F,MEM,@,10.5,-133,9.37,-1.13,10.5,12.0,u,0.63,0,"[('Nassir Little', 100), ('Nassir Little', 100)]"
7100,2021-12-27,Nassir Little,POR,F,DAL,vs.,12.5,-109,11.6,-0.9,12.5,20.0,u,0.57,0,"[('Nassir Little', 100), ('Nassir Little', 100)]"
7101,2021-12-29,Nassir Little,POR,F,UTH,vs.,12.5,-110,10.1,-2.4,12.5,2.0,u,0.58,1,"[('Nassir Little', 100), ('Nassir Little', 100)]"
7102,2021-12-31,Nassir Little,POR,F,LAL,@,12.5,-120,12.2,-0.3,12.5,2.0,u,0.57,1,"[('Nassir Little', 100), ('Nassir Little', 100)]"
7103,2022-01-03,Nassir Little,POR,F,ATL,vs.,10.5,-128,9.43,-1.07,10.5,22.0,u,0.57,0,"[('Nassir Little', 100), ('Nassir Little', 100)]"
7104,2022-01-05,Nassir Little,POR,F,MIA,vs.,12.5,-113,10.2,-2.3,12.5,10.0,u,0.56,1,"[('Nassir Little', 100), ('Nassir Little', 100)]"
7105,2022-01-07,Nassir Little,POR,F,CLE,vs.,12.5,-113,11.0,-1.5,12.5,8.0,u,0.61,1,"[('Nassir Little', 100), ('Nassir Little', 100)]"
7106,2022-01-09,Nassir Little,POR,F,SAC,vs.,13.5,-115,10.7,-2.8,13.5,13.0,u,0.61,1,"[('Nassir Little', 100), ('Nassir Little', 100)]"
7107,2022-01-10,Nassir Little,POR,F,BKN,vs.,12.5,105,12.1,-0.4,12.5,13.0,u,0.6,0,"[('Nassir Little', 100), ('Nassir Little', 100)]"
7108,2022-01-13,Nassir Little,POR,F,DEN,@,13.5,-113,12.4,-1.1,13.5,14.0,u,0.54,0,"[('Nassir Little', 100), ('Nassir Little', 100)]"
7109,2022-01-15,Nassir Little,POR,F,WAS,@,12.5,-118,12.6,0.1,12.5,18.0,o,0.53,1,"[('Nassir Little', 100), ('Nassir Little', 100)]"
7110,2022-01-17,Nassir Little,POR,F,ORL,@,11.5,-108,11.64,0.14,11.5,13.0,o,0.58,1,"[('Nassir Little', 100), ('Nassir Little', 100)]"
7111,2022-01-19,Nassir Little,POR,F,MIA,@,12.5,-120,10.6,-1.9,12.5,0.0,u,0.62,1,"[('Nassir Little', 100), ('Nassir Little', 100)]"
