Rk,Date,Tm,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
1247,2022-01-14,CHO,,ORL,L 109-116,240,40,97,.412,28,55,.509,12,42,.286,17,21,.810,109,45,87,.517,30,42,.714,15,45,.333,11,15,.733,116
1248,2022-01-14,ORL,@,CHO,W 116-109,240,45,87,.517,30,42,.714,15,45,.333,11,15,.733,116,40,97,.412,28,55,.509,12,42,.286,17,21,.810,109
1249,2022-01-14,DET,,TOR,W 103-87,240,38,81,.469,30,54,.556,8,27,.296,19,23,.826,103,28,87,.322,17,49,.347,11,38,.289,20,26,.769,87
1250,2022-01-14,TOR,@,DET,L 87-103,240,28,87,.322,17,49,.347,11,38,.289,20,26,.769,87,38,81,.469,30,54,.556,8,27,.296,19,23,.826,103
1251,2022-01-14,IND,,PHO,L 94-112,240,34,88,.386,21,45,.467,13,43,.302,13,18,.722,94,40,88,.455,29,60,.483,11,28,.393,21,23,.913,112
1252,2022-01-14,PHO,@,IND,W 112-94,240,40,88,.455,29,60,.483,11,28,.393,21,23,.913,112,34,88,.386,21,45,.467,13,43,.302,13,18,.722,94
1253,2022-01-14,DAL,@,MEM,W 112-85,240,47,91,.516,39,59,.661,8,32,.250,10,16,.625,112,34,89,.382,27,58,.466,7,31,.226,10,13,.769,85
1254,2022-01-14,MEM,,DAL,L 85-112,240,34,89,.382,27,58,.466,7,31,.226,10,13,.769,85,47,91,.516,39,59,.661,8,32,.250,10,16,.625,112
1255,2022-01-14,ATL,@,MIA,L 118-124,240,38,79,.481,22,41,.537,16,38,.421,26,30,.867,118,41,77,.532,27,47,.574,14,30,.467,28,30,.933,124
1256,2022-01-14,MIA,,ATL,W 124-118,240,41,77,.532,27,47,.574,14,30,.467,28,30,.933,124,38,79,.481,22,41,.537,16,38,.421,26,30,.867,118
1257,2022-01-14,BOS,@,PHI,L 99-111,240,37,78,.474,26,47,.553,11,31,.355,14,18,.778,99,38,85,.447,24,44,.545,14,41,.341,21,25,.840,111
1258,2022-01-14,PHI,,BOS,W 111-99,240,38,85,.447,24,44,.545,14,41,.341,21,25,.840,111,37,78,.474,26,47,.553,11,31,.355,14,18,.778,99
1259,2022-01-14,HOU,@,SAC,L 114-126,240,44,101,.436,31,58,.534,13,43,.302,13,16,.813,114,48,96,.500,35,59,.593,13,37,.351,17,24,.708,126
1260,2022-01-14,SAC,,HOU,W 126-114,240,48,96,.500,35,59,.593,13,37,.351,17,24,.708,126,44,101,.436,31,58,.534,13,43,.302,13,16,.813,114
1261,2022-01-14,CLE,@,SAS,W 114-109,240,46,95,.484,38,75,.507,8,20,.400,14,24,.583,114,42,92,.457,27,58,.466,15,34,.441,10,13,.769,109
1262,2022-01-14,SAS,,CLE,L 109-114,240,42,92,.457,27,58,.466,15,34,.441,10,13,.769,109,46,95,.484,38,75,.507,8,20,.400,14,24,.583,114
1263,2022-01-15,ATL,,NYK,L 108-117,240,40,80,.500,24,36,.667,16,44,.364,12,17,.706,108,42,83,.506,29,52,.558,13,31,.419,20,26,.769,117
1264,2022-01-15,NYK,@,ATL,W 117-108,240,42,83,.506,29,52,.558,13,31,.419,20,26,.769,117,40,80,.500,24,36,.667,16,44,.364,12,17,.706,108
1265,2022-01-15,BOS,,CHI,W 114-112,240,44,90,.489,35,64,.547,9,26,.346,17,19,.895,114,44,87,.506,32,58,.552,12,29,.414,12,15,.800,112
1266,2022-01-15,CHI,@,BOS,L 112-114,240,44,87,.506,32,58,.552,12,29,.414,12,15,.800,112,44,90,.489,35,64,.547,9,26,.346,17,19,.895,114
1267,2022-01-15,BRK,,NOP,W 120-105,240,46,84,.548,34,57,.596,12,27,.444,16,17,.941,120,40,87,.460,31,56,.554,9,31,.290,16,24,.667,105
1268,2022-01-15,NOP,@,BRK,L 105-120,240,40,87,.460,31,56,.554,9,31,.290,16,24,.667,105,46,84,.548,34,57,.596,12,27,.444,16,17,.941,120
1269,2022-01-15,DAL,,ORL,W 108-92,240,32,78,.410,20,44,.455,12,34,.353,32,38,.842,108,37,77,.481,30,51,.588,7,26,.269,11,16,.688,92
1270,2022-01-15,ORL,@,DAL,L 92-108,240,37,77,.481,30,51,.588,7,26,.269,11,16,.688,92,32,78,.410,20,44,.455,12,34,.353,32,38,.842,108
1271,2022-01-15,DEN,,LAL,W 133-96,240,47,91,.516,24,51,.471,23,40,.575,16,17,.941,133,36,82,.439,26,52,.500,10,30,.333,14,19,.737,96
1272,2022-01-15,LAL,@,DEN,L 96-133,240,36,82,.439,26,52,.500,10,30,.333,14,19,.737,96,47,91,.516,24,51,.471,23,40,.575,16,17,.941,133
1273,2022-01-15,MIA,,PHI,L 98-109,240,33,86,.384,24,51,.471,9,35,.257,23,30,.767,98,40,79,.506,27,47,.574,13,32,.406,16,21,.762,109
1274,2022-01-15,PHI,@,MIA,W 109-98,240,40,79,.506,27,47,.574,13,32,.406,16,21,.762,109,33,86,.384,24,51,.471,9,35,.257,23,30,.767,98
1275,2022-01-15,MIL,,TOR,L 96-103,240,26,77,.338,14,38,.368,12,39,.308,32,35,.914,96,40,91,.440,28,56,.500,12,35,.343,11,20,.550,103
1276,2022-01-15,TOR,@,MIL,W 103-96,240,40,91,.440,28,56,.500,12,35,.343,11,20,.550,103,26,77,.338,14,38,.368,12,39,.308,32,35,.914,96
1277,2022-01-15,CLE,@,OKC,W 107-102,240,40,87,.460,31,52,.596,9,35,.257,18,25,.720,107,36,83,.434,26,56,.464,10,27,.370,20,22,.909,102
1278,2022-01-15,OKC,,CLE,L 102-107,240,36,83,.434,26,56,.464,10,27,.370,20,22,.909,102,40,87,.460,31,52,.596,9,35,.257,18,25,.720,107
1279,2022-01-15,LAC,@,SAS,L 94-101,240,38,100,.380,26,62,.419,12,38,.316,6,8,.750,94,34,83,.410,23,46,.500,11,37,.297,22,27,.815,101
1280,2022-01-15,SAS,,LAC,W 101-94,240,34,83,.410,23,46,.500,11,37,.297,22,27,.815,101,38,100,.380,26,62,.419,12,38,.316,6,8,.750,94
1281,2022-01-15,POR,@,WAS,W 115-110,240,39,85,.459,26,46,.565,13,39,.333,24,35,.686,115,39,90,.433,27,53,.509,12,37,.324,20,23,.870,110
1282,2022-01-15,WAS,,POR,L 110-115,240,39,90,.433,27,53,.509,12,37,.324,20,23,.870,110,39,85,.459,26,46,.565,13,39,.333,24,35,.686,115
1283,2022-01-16,DEN,,UTA,L 102-125,240,42,95,.442,31,52,.596,11,43,.256,7,8,.875,102,44,84,.524,29,45,.644,15,39,.385,22,29,.759,125
1284,2022-01-16,UTA,@,DEN,W 125-102,240,44,84,.524,29,45,.644,15,39,.385,22,29,.759,125,42,95,.442,31,52,.596,11,43,.256,7,8,.875,102
1285,2022-01-16,DET,,PHO,L 108-135,240,38,82,.463,29,57,.509,9,25,.360,23,34,.676,108,51,87,.586,40,60,.667,11,27,.407,22,30,.733,135
1286,2022-01-16,PHO,@,DET,W 135-108,240,51,87,.586,40,60,.667,11,27,.407,22,30,.733,135,38,82,.463,29,57,.509,9,25,.360,23,34,.676,108
1287,2022-01-16,GSW,@,MIN,L 99-119,240,32,82,.390,19,40,.475,13,42,.310,22,29,.759,99,45,91,.495,29,48,.604,16,43,.372,13,20,.650,119
1288,2022-01-16,MIN,,GSW,W 119-99,240,45,91,.495,29,48,.604,16,43,.372,13,20,.650,119,32,82,.390,19,40,.475,13,42,.310,22,29,.759,99
1289,2022-01-16,HOU,@,SAC,W 118-112,240,41,76,.539,25,36,.694,16,40,.400,20,24,.833,118,41,91,.451,29,53,.547,12,38,.316,18,24,.750,112
1290,2022-01-16,SAC,,HOU,L 112-118,240,41,91,.451,29,53,.547,12,38,.316,18,24,.750,112,41,76,.539,25,36,.694,16,40,.400,20,24,.833,118
1291,2022-01-17,ATL,,MIL,W 121-114,240,38,86,.442,23,50,.460,15,36,.417,30,32,.938,121,39,88,.443,23,50,.460,16,38,.421,20,24,.833,114
1292,2022-01-17,MIL,@,ATL,L 114-121,240,39,88,.443,23,50,.460,16,38,.421,20,24,.833,114,38,86,.442,23,50,.460,15,36,.417,30,32,.938,121
1293,2022-01-17,BOS,,NOP,W 104-92,240,38,80,.475,28,48,.583,10,32,.313,18,20,.900,104,36,87,.414,27,57,.474,9,30,.300,11,18,.611,92
1294,2022-01-17,NOP,@,BOS,L 92-104,240,36,87,.414,27,57,.474,9,30,.300,11,18,.611,92,38,80,.475,28,48,.583,10,32,.313,18,20,.900,104
1295,2022-01-17,BRK,@,CLE,L 107-114,240,41,83,.494,29,53,.547,12,30,.400,13,18,.722,107,42,81,.519,31,49,.633,11,32,.344,19,21,.905,114
1296,2022-01-17,CLE,,BRK,W 114-107,240,42,81,.519,31,49,.633,11,32,.344,19,21,.905,114,41,83,.494,29,53,.547,12,30,.400,13,18,.722,107
1297,2022-01-17,DAL,,OKC,W 104-102,240,35,88,.398,23,51,.451,12,37,.324,22,28,.786,104,36,83,.434,25,48,.521,11,35,.314,19,24,.792,102
1298,2022-01-17,OKC,@,DAL,L 102-104,240,36,83,.434,25,48,.521,11,35,.314,19,24,.792,102,35,88,.398,23,51,.451,12,37,.324,22,28,.786,104
1299,2022-01-17,IND,@,LAC,L 133-139,240,50,97,.515,37,64,.578,13,33,.394,20,23,.870,133,45,82,.549,27,46,.587,18,36,.500,31,36,.861,139
1300,2022-01-17,LAC,,IND,W 139-133,240,45,82,.549,27,46,.587,18,36,.500,31,36,.861,139,50,97,.515,37,64,.578,13,33,.394,20,23,.870,133
1301,2022-01-17,LAL,,UTA,W 101-95,240,38,86,.442,27,49,.551,11,37,.297,14,23,.609,101,31,83,.373,19,37,.514,12,46,.261,21,24,.875,95
1302,2022-01-17,UTA,@,LAL,L 95-101,240,31,83,.373,19,37,.514,12,46,.261,21,24,.875,95,38,86,.442,27,49,.551,11,37,.297,14,23,.609,101
1303,2022-01-17,CHI,@,MEM,L 106-119,240,40,92,.435,27,61,.443,13,31,.419,13,15,.867,106,47,92,.511,37,67,.552,10,25,.400,15,20,.750,119
1304,2022-01-17,MEM,,CHI,W 119-106,240,47,92,.511,37,67,.552,10,25,.400,15,20,.750,119,40,92,.435,27,61,.443,13,31,.419,13,15,.867,106
1305,2022-01-17,MIA,,TOR,W 104-99,240,38,83,.458,29,59,.492,9,24,.375,19,22,.864,104,37,90,.411,24,54,.444,13,36,.361,12,17,.706,99
1306,2022-01-17,TOR,@,MIA,L 99-104,240,37,90,.411,24,54,.444,13,36,.361,12,17,.706,99,38,83,.458,29,59,.492,9,24,.375,19,22,.864,104
1307,2022-01-17,CHO,@,NYK,W 97-87,240,36,86,.419,22,47,.468,14,39,.359,11,17,.647,97,32,80,.400,20,46,.435,12,34,.353,11,21,.524,87
1308,2022-01-17,NYK,,CHO,L 87-97,240,32,80,.400,20,46,.435,12,34,.353,11,21,.524,87,36,86,.419,22,47,.468,14,39,.359,11,17,.647,97
1309,2022-01-17,ORL,,POR,L 88-98,240,34,90,.378,26,58,.448,8,32,.250,12,20,.600,88,37,90,.411,30,56,.536,7,34,.206,17,18,.944,98
1310,2022-01-17,POR,@,ORL,W 98-88,240,37,90,.411,30,56,.536,7,34,.206,17,18,.944,98,34,90,.378,26,58,.448,8,32,.250,12,20,.600,88
1311,2022-01-17,PHO,@,SAS,W 121-107,240,49,95,.516,40,63,.635,9,32,.281,14,20,.700,121,41,92,.446,32,62,.516,9,30,.300,16,22,.727,107
1312,2022-01-17,SAS,,PHO,L 107-121,240,41,92,.446,32,62,.516,9,30,.300,16,22,.727,107,49,95,.516,40,63,.635,9,32,.281,14,20,.700,121
1313,2022-01-17,PHI,@,WAS,L 98-117,240,35,86,.407,28,60,.467,7,26,.269,21,25,.840,98,42,87,.483,33,57,.579,9,30,.300,24,32,.750,117
1314,2022-01-17,WAS,,PHI,W 117-98,240,42,87,.483,33,57,.579,9,30,.300,24,32,.750,117,35,86,.407,28,60,.467,7,26,.269,21,25,.840,98
1315,2022-01-18,DET,@,GSW,L 86-102,240,30,85,.353,21,51,.412,9,34,.265,17,24,.708,86,34,83,.410,20,41,.488,14,42,.333,20,27,.741,102
1316,2022-01-18,GSW,,DET,W 102-86,240,34,83,.410,20,41,.488,14,42,.333,20,27,.741,102,30,85,.353,21,51,.412,9,34,.265,17,24,.708,86
1317,2022-01-18,MIN,@,NYK,W 112-110,240,35,81,.432,22,40,.550,13,41,.317,29,38,.763,112,37,80,.463,25,42,.595,12,38,.316,24,33,.727,110
1318,2022-01-18,NYK,,MIN,L 110-112,240,37,80,.463,25,42,.595,12,38,.316,24,33,.727,110,35,81,.432,22,40,.550,13,41,.317,29,38,.763,112
1319,2022-01-19,ATL,,MIN,W 134-122,240,45,86,.523,30,48,.625,15,38,.395,29,33,.879,134,42,97,.433,25,51,.490,17,46,.370,21,29,.724,122
1320,2022-01-19,MIN,@,ATL,L 122-134,240,42,97,.433,25,51,.490,17,46,.370,21,29,.724,122,45,86,.523,30,48,.625,15,38,.395,29,33,.879,134
1321,2022-01-19,BOS,,CHO,L 102-111,240,39,90,.433,25,44,.568,14,46,.304,10,13,.769,102,42,86,.488,26,47,.553,16,39,.410,11,15,.733,111
1322,2022-01-19,CHO,@,BOS,W 111-102,240,42,86,.488,26,47,.553,16,39,.410,11,15,.733,111,39,90,.433,25,44,.568,14,46,.304,10,13,.769,102
1323,2022-01-19,CHI,,CLE,W 117-104,240,47,86,.547,37,64,.578,10,22,.455,13,18,.722,117,40,77,.519,31,50,.620,9,27,.333,15,22,.682,104
1324,2022-01-19,CLE,@,CHI,L 104-117,240,40,77,.519,31,50,.620,9,27,.333,15,22,.682,104,47,86,.547,37,64,.578,10,22,.455,13,18,.722,117
1325,2022-01-19,DAL,,TOR,W 102-98,240,37,76,.487,28,43,.651,9,33,.273,19,20,.950,102,35,91,.385,27,59,.458,8,32,.250,20,25,.800,98
1326,2022-01-19,TOR,@,DAL,L 98-102,240,35,91,.385,27,59,.458,8,32,.250,20,25,.800,98,37,76,.487,28,43,.651,9,33,.273,19,20,.950,102
1327,2022-01-19,DEN,,LAC,W 130-128 (OT),265,48,98,.490,35,60,.583,13,38,.342,21,25,.840,130,52,97,.536,37,58,.638,15,39,.385,9,12,.750,128
1328,2022-01-19,LAC,@,DEN,L 128-130 (OT),265,52,97,.536,37,58,.638,15,39,.385,9,12,.750,128,48,98,.490,35,60,.583,13,38,.342,21,25,.840,130
1329,2022-01-19,IND,@,LAL,W 111-104,240,44,90,.489,33,60,.550,11,30,.367,12,15,.800,111,40,90,.444,29,56,.518,11,34,.324,13,18,.722,104
1330,2022-01-19,LAL,,IND,L 104-111,240,40,90,.444,29,56,.518,11,34,.324,13,18,.722,104,44,90,.489,33,60,.550,11,30,.367,12,15,.800,111
1331,2022-01-19,MIA,,POR,W 104-92,240,37,80,.463,25,45,.556,12,35,.343,18,25,.720,104,33,81,.407,19,35,.543,14,46,.304,12,16,.750,92
1332,2022-01-19,POR,@,MIA,L 92-104,240,33,81,.407,19,35,.543,14,46,.304,12,16,.750,92,37,80,.463,25,45,.556,12,35,.343,18,25,.720,104
1333,2022-01-19,MEM,@,MIL,L 114-126,240,44,106,.415,35,66,.530,9,40,.225,17,25,.680,114,46,97,.474,33,60,.550,13,37,.351,21,22,.955,126
1334,2022-01-19,MIL,,MEM,W 126-114,240,46,97,.474,33,60,.550,13,37,.351,21,22,.955,126,44,106,.415,35,66,.530,9,40,.225,17,25,.680,114
1335,2022-01-19,ORL,@,PHI,L 110-123,240,40,90,.444,22,55,.400,18,35,.514,12,16,.750,110,45,83,.542,35,55,.636,10,28,.357,23,27,.852,123
1336,2022-01-19,PHI,,ORL,W 123-110,240,45,83,.542,35,55,.636,10,28,.357,23,27,.852,123,40,90,.444,22,55,.400,18,35,.514,12,16,.750,110
1337,2022-01-19,DET,@,SAC,W 133-131,240,46,91,.505,31,55,.564,15,36,.417,26,30,.867,133,44,84,.524,32,57,.561,12,27,.444,31,44,.705,131
1338,2022-01-19,SAC,,DET,L 131-133,240,44,84,.524,32,57,.561,12,27,.444,31,44,.705,131,46,91,.505,31,55,.564,15,36,.417,26,30,.867,133
1339,2022-01-19,OKC,@,SAS,L 96-118,240,38,98,.388,30,67,.448,8,31,.258,12,15,.800,96,47,96,.490,32,56,.571,15,40,.375,9,14,.643,118
1340,2022-01-19,SAS,,OKC,W 118-96,240,47,96,.490,32,56,.571,15,40,.375,9,14,.643,118,38,98,.388,30,67,.448,8,31,.258,12,15,.800,96
1341,2022-01-19,HOU,@,UTA,W 116-111,240,41,96,.427,19,51,.373,22,45,.489,12,17,.706,116,42,89,.472,32,51,.627,10,38,.263,17,20,.850,111
1342,2022-01-19,UTA,,HOU,L 111-116,240,42,89,.472,32,51,.627,10,38,.263,17,20,.850,111,41,96,.427,19,51,.373,22,45,.489,12,17,.706,116
1343,2022-01-19,BRK,@,WAS,W 119-118,240,47,89,.528,39,64,.609,8,25,.320,17,20,.850,119,41,86,.477,31,57,.544,10,29,.345,26,32,.813,118
1344,2022-01-19,WAS,,BRK,L 118-119,240,41,86,.477,31,57,.544,10,29,.345,26,32,.813,118,47,89,.528,39,64,.609,8,25,.320,17,20,.850,119
1345,2022-01-20,DAL,,PHO,L 101-109,240,37,85,.435,26,48,.542,11,37,.297,16,20,.800,101,39,86,.453,31,50,.620,8,36,.222,23,25,.920,109
1346,2022-01-20,PHO,@,DAL,W 109-101,240,39,86,.453,31,50,.620,8,36,.222,23,25,.920,109,37,85,.435,26,48,.542,11,37,.297,16,20,.800,101
1347,2022-01-20,GSW,,IND,L 117-121 (OT),265,42,94,.447,33,52,.635,9,42,.214,24,29,.828,117,41,95,.432,26,60,.433,15,35,.429,24,34,.706,121
1348,2022-01-20,IND,@,GSW,W 121-117 (OT),265,41,95,.432,26,60,.433,15,35,.429,24,34,.706,121,42,94,.447,33,52,.635,9,42,.214,24,29,.828,117
1349,2022-01-20,NOP,@,NYK,W 102-91,240,38,76,.500,27,48,.563,11,28,.393,15,22,.682,102,29,77,.377,20,39,.513,9,38,.237,24,36,.667,91
1350,2022-01-20,NYK,,NOP,L 91-102,240,29,77,.377,20,39,.513,9,38,.237,24,36,.667,91,38,76,.500,27,48,.563,11,28,.393,15,22,.682,102
1351,2022-01-21,ATL,,MIA,W 110-108,240,38,68,.559,24,35,.686,14,33,.424,20,24,.833,110,41,85,.482,26,45,.578,15,40,.375,11,12,.917,108
1352,2022-01-21,MIA,@,ATL,L 108-110,240,41,85,.482,26,45,.578,15,40,.375,11,12,.917,108,38,68,.559,24,35,.686,14,33,.424,20,24,.833,110
1353,2022-01-21,BOS,,POR,L 105-109,240,37,82,.451,26,45,.578,11,37,.297,20,23,.870,105,36,76,.474,20,43,.465,16,33,.485,21,30,.700,109
1354,2022-01-21,POR,@,BOS,W 109-105,240,36,76,.474,20,43,.465,16,33,.485,21,30,.700,109,37,82,.451,26,45,.578,11,37,.297,20,23,.870,105
1355,2022-01-21,CHO,,OKC,W 121-98,240,45,99,.455,28,50,.560,17,49,.347,14,20,.700,121,37,98,.378,25,54,.463,12,44,.273,12,15,.800,98
1356,2022-01-21,OKC,@,CHO,L 98-121,240,37,98,.378,25,54,.463,12,44,.273,12,15,.800,98,45,99,.455,28,50,.560,17,49,.347,14,20,.700,121
1357,2022-01-21,DEN,,MEM,L 118-122,240,43,91,.473,30,59,.508,13,32,.406,19,23,.826,118,43,82,.524,32,57,.561,11,25,.440,25,40,.625,122
1358,2022-01-21,MEM,@,DEN,W 122-118,240,43,82,.524,32,57,.561,11,25,.440,25,40,.625,122,43,91,.473,30,59,.508,13,32,.406,19,23,.826,118
1359,2022-01-21,GSW,,HOU,W 105-103,240,39,81,.481,29,51,.569,10,30,.333,17,22,.773,105,38,89,.427,28,54,.519,10,35,.286,17,20,.850,103
1360,2022-01-21,HOU,@,GSW,L 103-105,240,38,89,.427,28,54,.519,10,35,.286,17,20,.850,103,39,81,.481,29,51,.569,10,30,.333,17,22,.773,105
1361,2022-01-21,CHI,@,MIL,L 90-94,240,31,85,.365,24,47,.511,7,38,.184,21,24,.875,90,34,88,.386,28,57,.491,6,31,.194,20,28,.714,94
1362,2022-01-21,MIL,,CHI,W 94-90,240,34,88,.386,28,57,.491,6,31,.194,20,28,.714,94,31,85,.365,24,47,.511,7,38,.184,21,24,.875,90
1363,2022-01-21,LAL,@,ORL,W 116-105,240,42,85,.494,29,55,.527,13,30,.433,19,23,.826,116,36,81,.444,25,41,.610,11,40,.275,22,29,.759,105
1364,2022-01-21,ORL,,LAL,L 105-116,240,36,81,.444,25,41,.610,11,40,.275,22,29,.759,105,42,85,.494,29,55,.527,13,30,.433,19,23,.826,116
1365,2022-01-21,LAC,@,PHI,W 102-101,240,40,87,.460,29,55,.527,11,32,.344,11,15,.733,102,38,91,.418,28,63,.444,10,28,.357,15,21,.714,101
1366,2022-01-21,PHI,,LAC,L 101-102,240,38,91,.418,28,63,.444,10,28,.357,15,21,.714,101,40,87,.460,29,55,.527,11,32,.344,11,15,.733,102
1367,2022-01-21,BRK,@,SAS,W 117-102,240,48,100,.480,39,75,.520,9,25,.360,12,12,1.000,117,37,95,.389,29,66,.439,8,29,.276,20,24,.833,102
1368,2022-01-21,SAS,,BRK,L 102-117,240,37,95,.389,29,66,.439,8,29,.276,20,24,.833,102,48,100,.480,39,75,.520,9,25,.360,12,12,1.000,117
1369,2022-01-21,DET,@,UTA,L 101-111,240,38,87,.437,25,55,.455,13,32,.406,12,16,.750,101,36,79,.456,26,48,.542,10,31,.323,29,34,.853,111
1370,2022-01-21,UTA,,DET,W 111-101,240,36,79,.456,26,48,.542,10,31,.323,29,34,.853,111,38,87,.437,25,55,.455,13,32,.406,12,16,.750,101
1371,2022-01-21,TOR,@,WAS,W 109-105,240,42,90,.467,31,60,.517,11,30,.367,14,17,.824,109,43,85,.506,32,52,.615,11,33,.333,8,10,.800,105
1372,2022-01-21,WAS,,TOR,L 105-109,240,43,85,.506,32,52,.615,11,33,.333,8,10,.800,105,42,90,.467,31,60,.517,11,30,.367,14,17,.824,109
1373,2022-01-22,CLE,,OKC,W 94-87,240,35,76,.461,29,49,.592,6,27,.222,18,35,.514,94,33,85,.388,21,44,.477,12,41,.293,9,16,.563,87
1374,2022-01-22,OKC,@,CLE,L 87-94,240,33,85,.388,21,44,.477,12,41,.293,9,16,.563,87,35,76,.461,29,49,.592,6,27,.222,18,35,.514,94
1375,2022-01-22,MIL,,SAC,W 133-127,240,45,91,.495,24,49,.490,21,42,.500,22,25,.880,133,51,97,.526,36,60,.600,15,37,.405,10,16,.625,127
1376,2022-01-22,SAC,@,MIL,L 127-133,240,51,97,.526,36,60,.600,15,37,.405,10,16,.625,127,45,91,.495,24,49,.490,21,42,.500,22,25,.880,133
1377,2022-01-22,IND,@,PHO,L 103-113,240,37,84,.440,27,55,.491,10,29,.345,19,27,.704,103,47,96,.490,40,71,.563,7,25,.280,12,14,.857,113
1378,2022-01-22,PHO,,IND,W 113-103,240,47,96,.490,40,71,.563,7,25,.280,12,14,.857,113,37,84,.440,27,55,.491,10,29,.345,19,27,.704,103
1379,2022-01-23,ATL,@,CHO,W 113-91,240,40,88,.455,25,49,.510,15,39,.385,18,24,.750,113,34,87,.391,30,51,.588,4,36,.111,19,27,.704,91
1380,2022-01-23,CHO,,ATL,L 91-113,240,34,87,.391,30,51,.588,4,36,.111,19,27,.704,91,40,88,.455,25,49,.510,15,39,.385,18,24,.750,113
1381,2022-01-23,DAL,,MEM,W 104-91,240,36,74,.486,27,44,.614,9,30,.300,23,31,.742,104,37,99,.374,33,75,.440,4,24,.167,13,19,.684,91
1382,2022-01-23,MEM,@,DAL,L 91-104,240,37,99,.374,33,75,.440,4,24,.167,13,19,.684,91,36,74,.486,27,44,.614,9,30,.300,23,31,.742,104
1383,2022-01-23,DEN,,DET,W 117-111,240,44,85,.518,32,50,.640,12,35,.343,17,23,.739,117,42,75,.560,31,46,.674,11,29,.379,16,19,.842,111
1384,2022-01-23,DET,@,DEN,L 111-117,240,42,75,.560,31,46,.674,11,29,.379,16,19,.842,111,44,85,.518,32,50,.640,12,35,.343,17,23,.739,117
1385,2022-01-23,GSW,,UTA,W 94-92,240,36,83,.434,23,41,.561,13,42,.310,9,10,.900,94,31,81,.383,20,46,.435,11,35,.314,19,23,.826,92
1386,2022-01-23,UTA,@,GSW,L 92-94,240,31,81,.383,20,46,.435,11,35,.314,19,23,.826,92,36,83,.434,23,41,.561,13,42,.310,9,10,.900,94
1387,2022-01-23,LAL,@,MIA,L 107-113,240,36,79,.456,25,39,.641,11,40,.275,24,30,.800,107,40,81,.494,25,48,.521,15,33,.455,18,20,.900,113
1388,2022-01-23,MIA,,LAL,W 113-107,240,40,81,.494,25,48,.521,15,33,.455,18,20,.900,113,36,79,.456,25,39,.641,11,40,.275,24,30,.800,107
1389,2022-01-23,BRK,@,MIN,L 125-136,240,48,95,.505,33,57,.579,15,38,.395,14,15,.933,125,48,92,.522,34,60,.567,14,32,.438,26,31,.839,136
1390,2022-01-23,MIN,,BRK,W 136-125,240,48,92,.522,34,60,.567,14,32,.438,26,31,.839,136,48,95,.505,33,57,.579,15,38,.395,14,15,.933,125
1391,2022-01-23,LAC,@,NYK,L 102-110,240,34,79,.430,20,38,.526,14,41,.341,20,30,.667,102,39,91,.429,23,55,.418,16,36,.444,16,19,.842,110
1392,2022-01-23,NYK,,LAC,W 110-102,240,39,91,.429,23,55,.418,16,36,.444,16,19,.842,110,34,79,.430,20,38,.526,14,41,.341,20,30,.667,102
1393,2022-01-23,CHI,@,ORL,L 95-114,240,33,76,.434,28,55,.509,5,21,.238,24,32,.750,95,42,80,.525,30,54,.556,12,26,.462,18,23,.783,114
1394,2022-01-23,ORL,,CHI,W 114-95,240,42,80,.525,30,54,.556,12,26,.462,18,23,.783,114,33,76,.434,28,55,.509,5,21,.238,24,32,.750,95
1395,2022-01-23,PHI,@,SAS,W 115-109,240,44,92,.478,37,76,.487,7,16,.438,20,23,.870,115,42,89,.472,32,59,.542,10,30,.333,15,22,.682,109
1396,2022-01-23,SAS,,PHI,L 109-115,240,42,89,.472,32,59,.542,10,30,.333,15,22,.682,109,44,92,.478,37,76,.487,7,16,.438,20,23,.870,115
1397,2022-01-23,POR,@,TOR,W 114-105,240,45,85,.529,27,53,.509,18,32,.563,6,13,.462,114,39,98,.398,21,44,.477,18,54,.333,9,14,.643,105
1398,2022-01-23,TOR,,POR,L 105-114,240,39,98,.398,21,44,.477,18,54,.333,9,14,.643,105,45,85,.529,27,53,.509,18,32,.563,6,13,.462,114
1399,2022-01-23,BOS,@,WAS,W 116-87,240,40,90,.444,21,51,.412,19,39,.487,17,21,.810,116,33,93,.355,25,59,.424,8,34,.235,13,16,.813,87
1400,2022-01-23,WAS,,BOS,L 87-116,240,33,93,.355,25,59,.424,8,34,.235,13,16,.813,87,40,90,.444,21,51,.412,19,39,.487,17,21,.810,116
1401,2022-01-24,CLE,,NYK,W 95-93,240,35,81,.432,22,45,.489,13,36,.361,12,20,.600,95,35,84,.417,23,46,.500,12,38,.316,11,21,.524,93
1402,2022-01-24,NYK,@,CLE,L 93-95,240,35,84,.417,23,46,.500,12,38,.316,11,21,.524,93,35,81,.432,22,45,.489,13,36,.361,12,20,.600,95
1403,2022-01-24,IND,@,NOP,L 113-117,240,38,87,.437,19,41,.463,19,46,.413,18,25,.720,113,41,88,.466,35,58,.603,6,30,.200,29,31,.935,117
1404,2022-01-24,NOP,,IND,W 117-113,240,41,88,.466,35,58,.603,6,30,.200,29,31,.935,117,38,87,.437,19,41,.463,19,46,.413,18,25,.720,113
