Rk,Date,Tm,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
710,2021-12-06,OKC,@,DET,W 114-103,240,41,82,.500,32,57,.561,9,25,.360,23,30,.767,114,41,99,.414,25,58,.431,16,41,.390,5,6,.833,103
711,2021-12-06,GSW,,ORL,W 126-95,240,43,87,.494,23,47,.489,20,40,.500,20,29,.690,126,33,76,.434,22,38,.579,11,38,.289,18,22,.818,95
712,2021-12-06,ORL,@,GSW,L 95-126,240,33,76,.434,22,38,.579,11,38,.289,18,22,.818,95,43,87,.494,23,47,.489,20,40,.500,20,29,.690,126
713,2021-12-06,IND,,WAS,W 116-110,240,43,82,.524,34,59,.576,9,23,.391,21,22,.955,116,43,81,.531,36,66,.545,7,15,.467,17,21,.810,110
714,2021-12-06,WAS,@,IND,L 110-116,240,43,81,.531,36,66,.545,7,15,.467,17,21,.810,110,43,82,.524,34,59,.576,9,23,.391,21,22,.955,116
715,2021-12-06,MEM,@,MIA,W 105-90,240,38,89,.427,25,56,.446,13,33,.394,16,21,.762,105,35,76,.461,29,54,.537,6,22,.273,14,17,.824,90
716,2021-12-06,MIA,,MEM,L 90-105,240,35,76,.461,29,54,.537,6,22,.273,14,17,.824,90,38,89,.427,25,56,.446,13,33,.394,16,21,.762,105
717,2021-12-06,CLE,@,MIL,L 104-112,240,35,90,.389,20,44,.455,15,46,.326,19,20,.950,104,40,86,.465,27,54,.500,13,32,.406,19,24,.792,112
718,2021-12-06,MIL,,CLE,W 112-104,240,40,86,.465,27,54,.500,13,32,.406,19,24,.792,112,35,90,.389,20,44,.455,15,46,.326,19,20,.950,104
719,2021-12-06,ATL,@,MIN,W 121-110,240,40,90,.444,15,41,.366,25,49,.510,16,19,.842,121,39,98,.398,22,58,.379,17,40,.425,15,19,.789,110
720,2021-12-06,MIN,,ATL,L 110-121,240,39,98,.398,22,58,.379,17,40,.425,15,19,.789,110,40,90,.444,15,41,.366,25,49,.510,16,19,.842,121
721,2021-12-06,PHO,,SAS,W 108-104,240,43,94,.457,33,65,.508,10,29,.345,12,18,.667,108,40,93,.430,29,64,.453,11,29,.379,13,19,.684,104
722,2021-12-06,SAS,@,PHO,L 104-108,240,40,93,.430,29,64,.453,11,29,.379,13,19,.684,104,43,94,.457,33,65,.508,10,29,.345,12,18,.667,108
723,2021-12-06,LAC,@,POR,W 102-90,240,41,92,.446,30,56,.536,11,36,.306,9,14,.643,102,35,79,.443,30,57,.526,5,22,.227,15,20,.750,90
724,2021-12-06,POR,,LAC,L 90-102,240,35,79,.443,30,57,.526,5,22,.227,15,20,.750,90,41,92,.446,30,56,.536,11,36,.306,9,14,.643,102
725,2021-12-07,BRK,@,DAL,W 102-99,240,42,83,.506,34,57,.596,8,26,.308,10,13,.769,102,36,90,.400,27,44,.614,9,46,.196,18,22,.818,99
726,2021-12-07,DAL,,BRK,L 99-102,240,36,90,.400,27,44,.614,9,46,.196,18,22,.818,99,42,83,.506,34,57,.596,8,26,.308,10,13,.769,102
727,2021-12-07,BOS,@,LAL,L 102-117,240,36,82,.439,26,49,.531,10,33,.303,20,29,.690,102,48,93,.516,40,66,.606,8,27,.296,13,17,.765,117
728,2021-12-07,LAL,,BOS,W 117-102,240,48,93,.516,40,66,.606,8,27,.296,13,17,.765,117,36,82,.439,26,49,.531,10,33,.303,20,29,.690,102
729,2021-12-07,NYK,@,SAS,W 121-109,240,43,91,.473,25,53,.472,18,38,.474,17,19,.895,121,41,92,.446,29,61,.475,12,31,.387,15,20,.750,109
730,2021-12-07,SAS,,NYK,L 109-121,240,41,92,.446,29,61,.475,12,31,.387,15,20,.750,109,43,91,.473,25,53,.472,18,38,.474,17,19,.895,121
731,2021-12-08,CHO,,PHI,L 106-110,240,39,80,.488,29,51,.569,10,29,.345,18,21,.857,106,36,75,.480,23,41,.561,13,34,.382,25,30,.833,110
732,2021-12-08,PHI,@,CHO,W 110-106,240,36,75,.480,23,41,.561,13,34,.382,25,30,.833,110,39,80,.488,29,51,.569,10,29,.345,18,21,.857,106
733,2021-12-08,CHI,@,CLE,L 92-115,240,35,84,.417,28,58,.483,7,26,.269,15,21,.714,92,44,80,.550,31,52,.596,13,28,.464,14,16,.875,115
734,2021-12-08,CLE,,CHI,W 115-92,240,44,80,.550,31,52,.596,13,28,.464,14,16,.875,115,35,84,.417,28,58,.483,7,26,.269,15,21,.714,92
735,2021-12-08,DET,,WAS,L 116-119 (OT),265,37,79,.468,24,55,.436,13,24,.542,29,35,.829,116,42,88,.477,30,56,.536,12,32,.375,23,28,.821,119
736,2021-12-08,WAS,@,DET,W 119-116 (OT),265,42,88,.477,30,56,.536,12,32,.375,23,28,.821,119,37,79,.468,24,55,.436,13,24,.542,29,35,.829,116
737,2021-12-08,GSW,,POR,W 104-94,240,33,83,.398,19,37,.514,14,46,.304,24,31,.774,104,33,80,.413,25,50,.500,8,30,.267,20,28,.714,94
738,2021-12-08,POR,@,GSW,L 94-104,240,33,80,.413,25,50,.500,8,30,.267,20,28,.714,94,33,83,.398,19,37,.514,14,46,.304,24,31,.774,104
739,2021-12-08,BRK,@,HOU,L 104-114,240,35,89,.393,27,56,.482,8,33,.242,26,31,.839,104,40,81,.494,26,40,.650,14,41,.341,20,29,.690,114
740,2021-12-08,HOU,,BRK,W 114-104,240,40,81,.494,26,40,.650,14,41,.341,20,29,.690,114,35,89,.393,27,56,.482,8,33,.242,26,31,.839,104
741,2021-12-08,IND,,NYK,W 122-102,240,46,86,.535,36,59,.610,10,27,.370,20,25,.800,122,36,86,.419,27,56,.482,9,30,.300,21,23,.913,102
742,2021-12-08,NYK,@,IND,L 102-122,240,36,86,.419,27,56,.482,9,30,.300,21,23,.913,102,46,86,.535,36,59,.610,10,27,.370,20,25,.800,122
743,2021-12-08,BOS,@,LAC,L 111-114,240,41,86,.477,31,54,.574,10,32,.313,19,21,.905,111,40,85,.471,26,53,.491,14,32,.438,20,22,.909,114
744,2021-12-08,LAC,,BOS,W 114-111,240,40,85,.471,26,53,.491,14,32,.438,20,22,.909,114,41,86,.477,31,54,.574,10,32,.313,19,21,.905,111
745,2021-12-08,DAL,@,MEM,W 104-96,240,37,77,.481,25,44,.568,12,33,.364,18,23,.783,104,36,90,.400,27,59,.458,9,31,.290,15,25,.600,96
746,2021-12-08,MEM,,DAL,L 96-104,240,36,90,.400,27,59,.458,9,31,.290,15,25,.600,96,37,77,.481,25,44,.568,12,33,.364,18,23,.783,104
747,2021-12-08,MIA,,MIL,W 113-104,240,40,77,.519,18,30,.600,22,47,.468,11,12,.917,113,36,85,.424,24,46,.522,12,39,.308,20,27,.741,104
748,2021-12-08,MIL,@,MIA,L 104-113,240,36,85,.424,24,46,.522,12,39,.308,20,27,.741,104,40,77,.519,18,30,.600,22,47,.468,11,12,.917,113
749,2021-12-08,MIN,,UTA,L 104-136,240,38,95,.400,21,48,.438,17,47,.362,11,17,.647,104,50,88,.568,25,34,.735,25,54,.463,11,15,.733,136
750,2021-12-08,UTA,@,MIN,W 136-104,240,50,88,.568,25,34,.735,25,54,.463,11,15,.733,136,38,95,.400,21,48,.438,17,47,.362,11,17,.647,104
751,2021-12-08,DEN,@,NOP,W 120-114 (OT),265,45,88,.511,36,56,.643,9,32,.281,21,27,.778,120,47,90,.522,36,60,.600,11,30,.367,9,12,.750,114
752,2021-12-08,NOP,,DEN,L 114-120 (OT),265,47,90,.522,36,60,.600,11,30,.367,9,12,.750,114,45,88,.511,36,56,.643,9,32,.281,21,27,.778,120
753,2021-12-08,ORL,@,SAC,L 130-142,240,48,97,.495,32,63,.508,16,34,.471,18,23,.783,130,53,97,.546,38,63,.603,15,34,.441,21,25,.840,142
754,2021-12-08,SAC,,ORL,W 142-130,240,53,97,.546,38,63,.603,15,34,.441,21,25,.840,142,48,97,.495,32,63,.508,16,34,.471,18,23,.783,130
755,2021-12-08,OKC,@,TOR,W 110-109,240,38,84,.452,21,44,.477,17,40,.425,17,20,.850,110,42,93,.452,27,52,.519,15,41,.366,10,15,.667,109
756,2021-12-08,TOR,,OKC,L 109-110,240,42,93,.452,27,52,.519,15,41,.366,10,15,.667,109,38,84,.452,21,44,.477,17,40,.425,17,20,.850,110
757,2021-12-09,LAL,@,MEM,L 95-108,240,36,78,.462,24,48,.500,12,30,.400,11,17,.647,95,41,94,.436,27,52,.519,14,42,.333,12,18,.667,108
758,2021-12-09,MEM,,LAL,W 108-95,240,41,94,.436,27,52,.519,14,42,.333,12,18,.667,108,36,78,.462,24,48,.500,12,30,.400,11,17,.647,95
759,2021-12-09,PHI,,UTA,L 96-118,240,38,88,.432,32,55,.582,6,33,.182,14,15,.933,96,43,91,.473,28,51,.549,15,40,.375,17,24,.708,118
760,2021-12-09,UTA,@,PHI,W 118-96,240,43,91,.473,28,51,.549,15,40,.375,17,24,.708,118,38,88,.432,32,55,.582,6,33,.182,14,15,.933,96
761,2021-12-09,DEN,@,SAS,L 111-123,240,42,94,.447,27,55,.491,15,39,.385,12,13,.923,111,46,88,.523,31,53,.585,15,35,.429,16,22,.727,123
762,2021-12-09,SAS,,DEN,W 123-111,240,46,88,.523,31,53,.585,15,35,.429,16,22,.727,123,42,94,.447,27,55,.491,15,39,.385,12,13,.923,111
763,2021-12-10,ATL,,BRK,L 105-113,240,37,94,.394,26,60,.433,11,34,.324,20,24,.833,105,46,93,.495,40,70,.571,6,23,.261,15,16,.938,113
764,2021-12-10,BRK,@,ATL,W 113-105,240,46,93,.495,40,70,.571,6,23,.261,15,16,.938,113,37,94,.394,26,60,.433,11,34,.324,20,24,.833,105
765,2021-12-10,CHO,,SAC,W 124-123,240,48,87,.552,34,52,.654,14,35,.400,14,20,.700,124,48,101,.475,34,60,.567,14,41,.341,13,17,.765,123
766,2021-12-10,SAC,@,CHO,L 123-124,240,48,101,.475,34,60,.567,14,41,.341,13,17,.765,123,48,87,.552,34,52,.654,14,35,.400,14,20,.700,124
767,2021-12-10,HOU,,MIL,L 114-123,240,42,89,.472,23,43,.535,19,46,.413,11,20,.550,114,42,83,.506,27,44,.614,15,39,.385,24,32,.750,123
768,2021-12-10,MIL,@,HOU,W 123-114,240,42,83,.506,27,44,.614,15,39,.385,24,32,.750,123,42,89,.472,23,43,.535,19,46,.413,11,20,.550,114
769,2021-12-10,DAL,@,IND,L 93-106,240,39,84,.464,35,55,.636,4,29,.138,11,12,.917,93,41,87,.471,28,51,.549,13,36,.361,11,12,.917,106
770,2021-12-10,IND,,DAL,W 106-93,240,41,87,.471,28,51,.549,13,36,.361,11,12,.917,106,39,84,.464,35,55,.636,4,29,.138,11,12,.917,93
771,2021-12-10,CLE,@,MIN,W 123-106,240,46,85,.541,33,52,.635,13,33,.394,18,22,.818,123,36,92,.391,25,53,.472,11,39,.282,23,28,.821,106
772,2021-12-10,MIN,,CLE,L 106-123,240,36,92,.391,25,53,.472,11,39,.282,23,28,.821,106,46,85,.541,33,52,.635,13,33,.394,18,22,.818,123
773,2021-12-10,DET,@,NOP,L 93-109,240,35,90,.389,23,53,.434,12,37,.324,11,12,.917,93,41,95,.432,28,58,.483,13,37,.351,14,16,.875,109
774,2021-12-10,NOP,,DET,W 109-93,240,41,95,.432,28,58,.483,13,37,.351,14,16,.875,109,35,90,.389,23,53,.434,12,37,.324,11,12,.917,93
775,2021-12-10,LAL,@,OKC,W 116-95,240,41,87,.471,22,45,.489,19,42,.452,15,20,.750,116,38,96,.396,28,52,.538,10,44,.227,9,14,.643,95
776,2021-12-10,OKC,,LAL,L 95-116,240,38,96,.396,28,52,.538,10,44,.227,9,14,.643,95,41,87,.471,22,45,.489,19,42,.452,15,20,.750,116
777,2021-12-10,BOS,@,PHO,L 90-111,240,35,93,.376,31,67,.463,4,26,.154,16,24,.667,90,43,96,.448,29,58,.500,14,38,.368,11,11,1.000,111
778,2021-12-10,PHO,,BOS,W 111-90,240,43,96,.448,29,58,.500,14,38,.368,11,11,1.000,111,35,93,.376,31,67,.463,4,26,.154,16,24,.667,90
779,2021-12-10,NYK,@,TOR,L 87-90,240,29,81,.358,20,47,.426,9,34,.265,20,24,.833,87,30,87,.345,18,52,.346,12,35,.343,18,23,.783,90
780,2021-12-10,TOR,,NYK,W 90-87,240,30,87,.345,18,52,.346,12,35,.343,18,23,.783,90,29,81,.358,20,47,.426,9,34,.265,20,24,.833,87
781,2021-12-11,CLE,,SAC,W 117-103,240,41,88,.466,29,57,.509,12,31,.387,23,28,.821,117,41,93,.441,34,65,.523,7,28,.250,14,22,.636,103
782,2021-12-11,SAC,@,CLE,L 103-117,240,41,93,.441,34,65,.523,7,28,.250,14,22,.636,103,41,88,.466,29,57,.509,12,31,.387,23,28,.821,117
783,2021-12-11,LAC,,ORL,W 106-104,240,42,92,.457,24,56,.429,18,36,.500,4,6,.667,106,35,80,.438,23,47,.489,12,33,.364,22,24,.917,104
784,2021-12-11,ORL,@,LAC,L 104-106,240,35,80,.438,23,47,.489,12,33,.364,22,24,.917,104,42,92,.457,24,56,.429,18,36,.500,4,6,.667,106
785,2021-12-11,HOU,@,MEM,L 106-113,240,38,77,.494,27,44,.614,11,33,.333,19,29,.655,106,40,80,.500,29,51,.569,11,29,.379,22,36,.611,113
786,2021-12-11,MEM,,HOU,W 113-106,240,40,80,.500,29,51,.569,11,29,.379,22,36,.611,113,38,77,.494,27,44,.614,11,33,.333,19,29,.655,106
787,2021-12-11,CHI,@,MIA,L 92-118,240,31,83,.373,14,43,.326,17,40,.425,13,20,.650,92,46,93,.495,27,50,.540,19,43,.442,7,9,.778,118
788,2021-12-11,MIA,,CHI,W 118-92,240,46,93,.495,27,50,.540,19,43,.442,7,9,.778,118,31,83,.373,14,43,.326,17,40,.425,13,20,.650,92
789,2021-12-11,GSW,@,PHI,L 93-102,240,34,85,.400,22,37,.595,12,48,.250,13,18,.722,93,35,76,.461,26,49,.531,9,27,.333,23,26,.885,102
790,2021-12-11,PHI,,GSW,W 102-93,240,35,76,.461,26,49,.531,9,27,.333,23,26,.885,102,34,85,.400,22,37,.595,12,48,.250,13,18,.722,93
791,2021-12-11,DEN,@,SAS,W 127-112,240,47,93,.505,27,50,.540,20,43,.465,13,14,.929,127,41,89,.461,31,62,.500,10,27,.370,20,29,.690,112
792,2021-12-11,SAS,,DEN,L 112-127,240,41,89,.461,31,62,.500,10,27,.370,20,29,.690,112,47,93,.505,27,50,.540,20,43,.465,13,14,.929,127
793,2021-12-11,UTA,@,WAS,W 123-98,240,48,93,.516,35,54,.648,13,39,.333,14,17,.824,123,41,89,.461,33,64,.516,8,25,.320,8,14,.571,98
794,2021-12-11,WAS,,UTA,L 98-123,240,41,89,.461,33,64,.516,8,25,.320,8,14,.571,98,48,93,.516,35,54,.648,13,39,.333,14,17,.824,123
795,2021-12-12,BRK,@,DET,W 116-104,240,41,87,.471,30,59,.508,11,28,.393,23,25,.920,116,39,92,.424,25,55,.455,14,37,.378,12,18,.667,104
796,2021-12-12,DET,,BRK,L 104-116,240,39,92,.424,25,55,.455,14,37,.378,12,18,.667,104,41,87,.471,30,59,.508,11,28,.393,23,25,.920,116
797,2021-12-12,LAL,,ORL,W 106-94,240,41,84,.488,28,56,.500,13,28,.464,11,17,.647,106,33,88,.375,20,50,.400,13,38,.342,15,19,.789,94
798,2021-12-12,ORL,@,LAL,L 94-106,240,33,88,.375,20,50,.400,13,38,.342,15,19,.789,94,41,84,.488,28,56,.500,13,28,.464,11,17,.647,106
799,2021-12-12,MIL,@,NYK,W 112-97,240,42,88,.477,28,47,.596,14,41,.341,14,17,.824,112,35,82,.427,18,33,.545,17,49,.347,10,13,.769,97
800,2021-12-12,NYK,,MIL,L 97-112,240,35,82,.427,18,33,.545,17,49,.347,10,13,.769,97,42,88,.477,28,47,.596,14,41,.341,14,17,.824,112
801,2021-12-12,DAL,@,OKC,W 103-84,240,38,90,.422,29,57,.509,9,33,.273,18,23,.783,103,30,80,.375,17,43,.395,13,37,.351,11,16,.688,84
802,2021-12-12,OKC,,DAL,L 84-103,240,30,80,.375,17,43,.395,13,37,.351,11,16,.688,84,38,90,.422,29,57,.509,9,33,.273,18,23,.783,103
803,2021-12-12,MIN,@,POR,W 116-111,240,38,85,.447,24,49,.490,14,36,.389,26,32,.813,116,37,81,.457,19,33,.576,18,48,.375,19,28,.679,111
804,2021-12-12,POR,,MIN,L 111-116,240,37,81,.457,19,33,.576,18,48,.375,19,28,.679,111,38,85,.447,24,49,.490,14,36,.389,26,32,.813,116
805,2021-12-12,NOP,@,SAS,L 97-112,240,40,94,.426,32,65,.492,8,29,.276,9,15,.600,97,45,91,.495,38,66,.576,7,25,.280,15,20,.750,112
806,2021-12-12,SAS,,NOP,W 112-97,240,45,91,.495,38,66,.576,7,25,.280,15,20,.750,112,40,94,.426,32,65,.492,8,29,.276,9,15,.600,97
807,2021-12-13,ATL,,HOU,L 126-132,240,42,85,.494,27,46,.587,15,39,.385,27,31,.871,126,46,96,.479,27,50,.540,19,46,.413,21,27,.778,132
808,2021-12-13,HOU,@,ATL,W 132-126,240,46,96,.479,27,50,.540,19,46,.413,21,27,.778,132,42,85,.494,27,46,.587,15,39,.385,27,31,.871,126
809,2021-12-13,BOS,,MIL,W 117-103,240,43,86,.500,23,39,.590,20,47,.426,11,13,.846,117,40,90,.444,29,54,.537,11,36,.306,12,15,.800,103
810,2021-12-13,MIL,@,BOS,L 103-117,240,40,90,.444,29,54,.537,11,36,.306,12,15,.800,103,43,86,.500,23,39,.590,20,47,.426,11,13,.846,117
811,2021-12-13,CLE,,MIA,W 105-94,240,36,81,.444,20,45,.444,16,36,.444,17,18,.944,105,38,85,.447,25,45,.556,13,40,.325,5,9,.556,94
812,2021-12-13,MIA,@,CLE,L 94-105,240,38,85,.447,25,45,.556,13,40,.325,5,9,.556,94,36,81,.444,20,45,.444,16,36,.444,17,18,.944,105
813,2021-12-13,CHO,@,DAL,L 96-120,240,34,86,.395,21,49,.429,13,37,.351,15,24,.625,96,43,83,.518,24,42,.571,19,41,.463,15,17,.882,120
814,2021-12-13,DAL,,CHO,W 120-96,240,43,83,.518,24,42,.571,19,41,.463,15,17,.882,120,34,86,.395,21,49,.429,13,37,.351,15,24,.625,96
815,2021-12-13,DEN,,WAS,W 113-107,240,37,79,.468,27,47,.574,10,32,.313,29,33,.879,113,41,90,.456,29,56,.518,12,34,.353,13,21,.619,107
816,2021-12-13,WAS,@,DEN,L 107-113,240,41,90,.456,29,56,.518,12,34,.353,13,21,.619,107,37,79,.468,27,47,.574,10,32,.313,29,33,.879,113
817,2021-12-13,GSW,@,IND,W 102-100,240,42,84,.500,34,54,.630,8,30,.267,10,14,.714,102,35,87,.402,28,57,.491,7,30,.233,23,31,.742,100
818,2021-12-13,IND,,GSW,L 100-102,240,35,87,.402,28,57,.491,7,30,.233,23,31,.742,100,42,84,.500,34,54,.630,8,30,.267,10,14,.714,102
819,2021-12-13,LAC,,PHO,W 111-95,240,43,78,.551,34,57,.596,9,21,.429,16,23,.696,111,36,96,.375,29,67,.433,7,29,.241,16,19,.842,95
820,2021-12-13,PHO,@,LAC,L 95-111,240,36,96,.375,29,67,.433,7,29,.241,16,19,.842,95,43,78,.551,34,57,.596,9,21,.429,16,23,.696,111
821,2021-12-13,MEM,,PHI,W 126-91,240,47,89,.528,33,55,.600,14,34,.412,18,23,.783,126,37,83,.446,33,61,.541,4,22,.182,13,19,.684,91
822,2021-12-13,PHI,@,MEM,L 91-126,240,37,83,.446,33,61,.541,4,22,.182,13,19,.684,91,47,89,.528,33,55,.600,14,34,.412,18,23,.783,126
823,2021-12-13,SAC,@,TOR,L 101-124,240,38,94,.404,27,60,.450,11,34,.324,14,21,.667,101,53,98,.541,42,67,.627,11,31,.355,7,10,.700,124
824,2021-12-13,TOR,,SAC,W 124-101,240,53,98,.541,42,67,.627,11,31,.355,7,10,.700,124,38,94,.404,27,60,.450,11,34,.324,14,21,.667,101
825,2021-12-14,BRK,,TOR,W 131-129 (OT),265,50,103,.485,36,64,.563,14,39,.359,17,23,.739,131,48,105,.457,30,53,.566,18,52,.346,15,19,.789,129
826,2021-12-14,TOR,@,BRK,L 129-131 (OT),265,48,105,.457,30,53,.566,18,52,.346,15,19,.789,129,50,103,.485,36,64,.563,14,39,.359,17,23,.739,131
827,2021-12-14,GSW,@,NYK,W 105-96,240,35,77,.455,20,37,.541,15,40,.375,20,27,.741,105,30,83,.361,14,41,.341,16,42,.381,20,22,.909,96
828,2021-12-14,NYK,,GSW,L 96-105,240,30,83,.361,14,41,.341,16,42,.381,20,22,.909,96,35,77,.455,20,37,.541,15,40,.375,20,27,.741,105
829,2021-12-14,PHO,@,POR,W 111-107 (OT),265,44,93,.473,33,62,.532,11,31,.355,12,15,.800,111,40,96,.417,27,55,.491,13,41,.317,14,22,.636,107
830,2021-12-14,POR,,PHO,L 107-111 (OT),265,40,96,.417,27,55,.491,13,41,.317,14,22,.636,107,44,93,.473,33,62,.532,11,31,.355,12,15,.800,111
831,2021-12-15,CLE,,HOU,W 124-89,240,45,80,.563,27,40,.675,18,40,.450,16,24,.667,124,30,78,.385,25,49,.510,5,29,.172,24,35,.686,89
832,2021-12-15,HOU,@,CLE,L 89-124,240,30,78,.385,25,49,.510,5,29,.172,24,35,.686,89,45,80,.563,27,40,.675,18,40,.450,16,24,.667,124
833,2021-12-15,DAL,,LAL,L 104-107 (OT),265,39,98,.398,27,54,.500,12,44,.273,14,17,.824,104,39,90,.433,24,51,.471,15,39,.385,14,18,.778,107
834,2021-12-15,LAL,@,DAL,W 107-104 (OT),265,39,90,.433,24,51,.471,15,39,.385,14,18,.778,107,39,98,.398,27,54,.500,12,44,.273,14,17,.824,104
835,2021-12-15,DEN,,MIN,L 107-124,240,38,84,.452,24,45,.533,14,39,.359,17,23,.739,107,45,88,.511,22,40,.550,23,48,.479,11,16,.688,124
836,2021-12-15,MIN,@,DEN,W 124-107,240,45,88,.511,22,40,.550,23,48,.479,11,16,.688,124,38,84,.452,24,45,.533,14,39,.359,17,23,.739,107
837,2021-12-15,IND,@,MIL,L 99-114,240,39,83,.470,28,45,.622,11,38,.289,10,11,.909,99,44,90,.489,30,61,.492,14,29,.483,12,15,.800,114
838,2021-12-15,MIL,,IND,W 114-99,240,44,90,.489,30,61,.492,14,29,.483,12,15,.800,114,39,83,.470,28,45,.622,11,38,.289,10,11,.909,99
839,2021-12-15,NOP,@,OKC,W 113-110,240,39,80,.488,28,52,.538,11,28,.393,24,36,.667,113,39,93,.419,26,58,.448,13,35,.371,19,19,1.000,110
840,2021-12-15,OKC,,NOP,L 110-113,240,39,93,.419,26,58,.448,13,35,.371,19,19,1.000,110,39,80,.488,28,52,.538,11,28,.393,24,36,.667,113
841,2021-12-15,ATL,@,ORL,W 111-99,240,42,85,.494,31,54,.574,11,31,.355,16,16,1.000,111,35,90,.389,25,55,.455,10,35,.286,19,21,.905,99
842,2021-12-15,ORL,,ATL,L 99-111,240,35,90,.389,25,55,.455,10,35,.286,19,21,.905,99,42,85,.494,31,54,.574,11,31,.355,16,16,1.000,111
843,2021-12-15,MIA,@,PHI,W 101-96,240,35,78,.449,17,34,.500,18,44,.409,13,17,.765,101,35,79,.443,23,42,.548,12,37,.324,14,17,.824,96
844,2021-12-15,PHI,,MIA,L 96-101,240,35,79,.443,23,42,.548,12,37,.324,14,17,.824,96,35,78,.449,17,34,.500,18,44,.409,13,17,.765,101
845,2021-12-15,MEM,@,POR,W 113-103,240,39,82,.476,28,50,.560,11,32,.344,24,30,.800,113,31,82,.378,16,44,.364,15,38,.395,26,28,.929,103
846,2021-12-15,POR,,MEM,L 103-113,240,31,82,.378,16,44,.364,15,38,.395,26,28,.929,103,39,82,.476,28,50,.560,11,32,.344,24,30,.800,113
847,2021-12-15,SAC,,WAS,W 119-105,240,45,82,.549,37,56,.661,8,26,.308,21,29,.724,119,42,89,.472,37,65,.569,5,24,.208,16,21,.762,105
848,2021-12-15,WAS,@,SAC,L 105-119,240,42,89,.472,37,65,.569,5,24,.208,16,21,.762,105,45,82,.549,37,56,.661,8,26,.308,21,29,.724,119
849,2021-12-15,CHO,@,SAS,W 131-115,240,51,86,.593,33,52,.635,18,34,.529,11,16,.688,131,39,90,.433,27,53,.509,12,37,.324,25,25,1.000,115
850,2021-12-15,SAS,,CHO,L 115-131,240,39,90,.433,27,53,.509,12,37,.324,25,25,1.000,115,51,86,.593,33,52,.635,18,34,.529,11,16,.688,131
851,2021-12-15,LAC,@,UTA,L 103-124,240,40,85,.471,30,55,.545,10,30,.333,13,20,.650,103,47,89,.528,32,52,.615,15,37,.405,15,20,.750,124
852,2021-12-15,UTA,,LAC,W 124-103,240,47,89,.528,32,52,.615,15,37,.405,15,20,.750,124,40,85,.471,30,55,.545,10,30,.333,13,20,.650,103
853,2021-12-16,BRK,,PHI,W 114-105,240,44,89,.494,33,66,.500,11,23,.478,15,16,.938,114,39,89,.438,29,55,.527,10,34,.294,17,20,.850,105
854,2021-12-16,PHI,@,BRK,L 105-114,240,39,89,.438,29,55,.527,10,34,.294,17,20,.850,105,44,89,.494,33,66,.500,11,23,.478,15,16,.938,114
855,2021-12-16,HOU,,NYK,L 103-116,240,34,68,.500,23,36,.639,11,32,.344,24,30,.800,103,39,83,.470,22,47,.468,17,36,.472,21,25,.840,116
856,2021-12-16,NYK,@,HOU,W 116-103,240,39,83,.470,22,47,.468,17,36,.472,21,25,.840,116,34,68,.500,23,36,.639,11,32,.344,24,30,.800,103
857,2021-12-16,DET,@,IND,L 113-122,240,40,81,.494,33,56,.589,7,25,.280,26,30,.867,113,45,91,.495,38,59,.644,7,32,.219,25,28,.893,122
858,2021-12-16,IND,,DET,W 122-113,240,45,91,.495,38,59,.644,7,32,.219,25,28,.893,122,40,81,.494,33,56,.589,7,25,.280,26,30,.867,113
859,2021-12-16,PHO,,WAS,W 118-98,240,42,79,.532,33,50,.660,9,29,.310,25,26,.962,118,40,82,.488,34,61,.557,6,21,.286,12,19,.632,98
860,2021-12-16,WAS,@,PHO,L 98-118,240,40,82,.488,34,61,.557,6,21,.286,12,19,.632,98,42,79,.532,33,50,.660,9,29,.310,25,26,.962,118
861,2021-12-17,ATL,,DEN,L 115-133,240,41,88,.466,34,64,.531,7,24,.292,26,34,.765,115,50,86,.581,33,48,.688,17,38,.447,16,18,.889,133
862,2021-12-17,DEN,@,ATL,W 133-115,240,50,86,.581,33,48,.688,17,38,.447,16,18,.889,133,41,88,.466,34,64,.531,7,24,.292,26,34,.765,115
863,2021-12-17,BOS,,GSW,L 107-111,240,36,82,.439,21,41,.512,15,41,.366,20,29,.690,107,39,90,.433,23,44,.523,16,46,.348,17,21,.810,111
864,2021-12-17,GSW,@,BOS,W 111-107,240,39,90,.433,23,44,.523,16,46,.348,17,21,.810,111,36,82,.439,21,41,.512,15,41,.366,20,29,.690,107
865,2021-12-17,LAL,@,MIN,L 92-110,240,30,78,.385,18,35,.514,12,43,.279,20,29,.690,92,41,98,.418,29,54,.537,12,44,.273,16,24,.667,110
866,2021-12-17,MIN,,LAL,W 110-92,240,41,98,.418,29,54,.537,12,44,.273,16,24,.667,110,30,78,.385,18,35,.514,12,43,.279,20,29,.690,92
867,2021-12-17,MIL,@,NOP,L 112-116 (OT),265,45,104,.433,31,57,.544,14,47,.298,8,10,.800,112,42,89,.472,29,52,.558,13,37,.351,19,30,.633,116
868,2021-12-17,NOP,,MIL,W 116-112 (OT),265,42,89,.472,29,52,.558,13,37,.351,19,30,.633,116,45,104,.433,31,57,.544,14,47,.298,8,10,.800,112
869,2021-12-17,MIA,@,ORL,W 115-105,240,41,82,.500,22,47,.468,19,35,.543,14,19,.737,115,43,89,.483,32,57,.561,11,32,.344,8,10,.800,105
