Rk,Player,Age,Pos,Tm,,Opp,,Date,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM
6085,Grayson Allen\allengr01,26-049,G,MIL,@,DEN,W,2021-11-26,1,24,3,6,.500,1,1,1.000,2,5,.400,2,2,1.000,.727,0,2,2,0,0,0,0,2,10,6.8,-2.4
6086,Kyle Anderson\anderky01,28-067,F-G,MEM,,ATL,L,2021-11-26,0,16,0,8,.000,0,3,.000,0,5,.000,0,0,,.000,0,3,3,1,1,0,0,0,0,-3.0,-22.6
6087,Giannis Antetokounmpo\antetgi01,26-355,F-G,MIL,@,DEN,W,2021-11-26,1,30,10,13,.769,9,12,.750,1,1,1.000,3,9,.333,.708,0,13,13,7,0,1,1,0,24,25.0,14.0
6088,Thanasis Antetokounmpo\antetth01,29-131,F,MIL,@,DEN,W,2021-11-26,0,3,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-3.9
6089,Carmelo Anthony\anthoca01,37-181,F,LAL,,SAC,L,2021-11-26,0,43,6,13,.462,2,4,.500,4,9,.444,0,0,,.615,1,3,4,0,1,0,0,4,16,10.3,-2.7
6090,Deni Avdija\avdijde01,20-327,G-F,WAS,@,OKC,W,2021-11-26,0,22,4,7,.571,3,4,.750,1,3,.333,0,0,,.643,0,4,4,0,0,1,1,2,9,5.8,-1.5
6091,Deandre Ayton\aytonde01,23-126,C,PHO,@,NYK,W,2021-11-26,1,32,7,9,.778,7,9,.778,0,0,,0,0,,.778,0,13,13,0,0,0,2,2,14,11.6,-1.1
6092,Marvin Bagley III\baglema01,22-257,F-C,SAC,@,LAL,W,2021-11-26,0,35,5,5,1.000,4,4,1.000,1,1,1.000,2,2,1.000,1.105,1,6,7,4,0,0,1,0,13,15.8,8.8
6093,LaMelo Ball\ballla01,20-096,G,CHO,,MIN,W,2021-11-26,1,29,4,10,.400,4,7,.571,0,3,.000,2,3,.667,.442,1,5,6,13,1,0,4,2,10,11.7,-1.6
6094,Lonzo Ball\balllo01,24-030,G,CHI,@,ORL,W,2021-11-26,1,31,4,7,.571,0,0,,4,7,.571,1,2,.500,.825,0,4,4,6,5,0,3,2,13,15.9,12.6
6095,Mo Bamba\bambamo01,23-198,C,ORL,,CHI,L,2021-11-26,1,23,2,6,.333,2,5,.400,0,1,.000,0,0,,.333,2,4,6,2,0,1,2,1,4,2.9,-9.2
6096,Desmond Bane\banede01,23-154,G,MEM,,ATL,L,2021-11-26,1,24,4,12,.333,3,8,.375,1,4,.250,0,0,,.375,0,2,2,1,2,1,1,3,9,4.0,-9.0
6097,Dalano Banton\bantoda01,22-019,G-F,TOR,@,IND,L,2021-11-26,0,17,1,2,.500,1,1,1.000,0,1,.000,0,0,,.500,1,1,2,2,0,0,2,1,2,1.0,-9.7
6098,Scottie Barnes\barnesc01,20-117,G-F,TOR,@,IND,L,2021-11-26,1,35,5,9,.556,5,9,.556,0,0,,7,9,.778,.656,3,4,7,4,2,1,1,4,17,18.1,7.2
6099,RJ Barrett\barrerj01,21-165,G-F,NYK,,PHO,L,2021-11-26,1,31,3,10,.300,2,7,.286,1,3,.333,3,4,.750,.425,0,3,3,0,1,0,1,2,10,3.9,-5.7
6100,Will Barton\bartowi01,30-324,G,DEN,,MIL,L,2021-11-26,1,39,7,20,.350,5,7,.714,2,13,.154,1,2,.500,.407,1,8,9,4,2,0,1,1,17,11.9,-4.6
6101,Keita Bates-Diop\bateske01,25-307,F,SAS,,BOS,W,2021-11-26,1,18,1,3,.333,1,2,.500,0,1,.000,0,0,,.333,0,3,3,0,0,0,0,1,2,0.8,-7.6
6102,Darius Bazley\bazleda01,21-167,F,OKC,,WAS,L,2021-11-26,1,22,3,10,.300,1,6,.167,2,4,.500,0,0,,.400,1,4,5,0,0,0,0,0,8,4.1,-6.0
6103,Bradley Beal\bealbr01,28-151,G,WAS,@,OKC,W,2021-11-26,1,37,8,18,.444,6,11,.545,2,7,.286,2,2,1.000,.530,0,4,4,6,0,0,3,3,20,11.8,-3.6
6104,Malik Beasley\beaslma01,25-000,G,MIN,@,CHO,L,2021-11-26,0,27,6,14,.429,1,3,.333,5,11,.455,1,1,1.000,.623,0,0,0,1,0,0,1,2,18,9.5,-1.7
6105,Dāvis Bertāns\bertada01,29-014,F,WAS,@,OKC,W,2021-11-26,0,16,0,3,.000,0,1,.000,0,2,.000,5,5,1.000,.481,1,2,3,1,1,0,1,0,5,4.9,-1.0
6106,Saddiq Bey\beysa01,22-231,F,DET,@,LAC,L,2021-11-26,1,23,4,12,.333,3,6,.500,1,6,.167,0,0,,.375,1,1,2,1,0,0,0,2,9,3.1,-6.8
6107,Nemanja Bjelica\bjeline01,33-201,F,GSW,,POR,W,2021-11-26,0,10,1,3,.333,1,1,1.000,0,2,.000,1,2,.500,.387,2,2,4,0,0,1,1,0,3,2.6,-7.2
6108,Eric Bledsoe\bledser01,31-352,G,LAC,,DET,W,2021-11-26,1,30,6,9,.667,3,5,.600,3,4,.750,0,0,,.833,0,3,3,3,0,0,2,3,15,10.9,1.7
6109,Bogdan Bogdanović\bogdabo01,29-100,G,ATL,@,MEM,W,2021-11-26,1,26,3,4,.750,2,2,1.000,1,2,.500,1,2,.500,.820,0,7,7,4,0,0,1,3,8,8.7,1.5
6110,Bojan Bogdanović\bogdabo02,32-222,G-F,UTA,,NOP,L,2021-11-26,1,31,9,14,.643,4,6,.667,5,8,.625,0,0,,.821,0,4,4,1,1,0,3,2,23,15.9,10.1
6111,Bol Bol\bolbo01,22-010,F-C,DEN,,MIL,L,2021-11-26,0,3,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-10.3
6112,Leandro Bolmaro\bolmale01,21-076,F,MIN,@,CHO,L,2021-11-26,0,4,1,3,.333,1,2,.500,0,1,.000,0,0,,.333,2,0,2,2,0,0,0,2,2,2.3,1.6
6113,Isaac Bonga\bongais01,22-018,G,TOR,@,IND,L,2021-11-26,0,1,0,1,.000,0,0,,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,-0.7,-34.2
6114,Devin Booker\bookede01,25-027,G,PHO,@,NYK,W,2021-11-26,1,35,14,27,.519,10,18,.556,4,9,.444,0,0,,.593,0,1,1,3,1,1,3,0,32,19.8,1.9
6115,Chris Boucher\bouchch01,28-319,F,TOR,@,IND,L,2021-11-26,0,14,4,8,.500,3,5,.600,1,3,.333,0,1,.000,.533,3,1,4,0,1,0,1,2,9,6.2,-0.9
6116,James Bouknight\bouknja01,21-069,G,CHO,,MIN,W,2021-11-26,0,4,0,1,.000,0,1,.000,0,0,,2,2,1.000,.532,0,0,0,2,0,0,0,0,2,2.7,8.6
6117,Avery Bradley\bradlav01,31-000,G,LAL,,SAC,L,2021-11-26,1,12,1,2,.500,1,1,1.000,0,1,.000,0,0,,.500,1,5,6,0,0,0,0,1,2,2.8,-4.2
6118,Tony Bradley\bradlto01,23-322,F-C,CHI,@,ORL,W,2021-11-26,0,4,2,2,1.000,2,2,1.000,0,0,,0,0,,1.000,0,1,1,0,0,0,0,0,4,3.7,16.8
6119,Ignas Brazdeikis\brazdig01,22-322,F,ORL,,CHI,L,2021-11-26,0,8,1,3,.333,1,2,.500,0,1,.000,0,0,,.333,0,1,1,0,0,0,0,0,2,0.6,-11.8
6120,Mikal Bridges\bridgmi01,25-088,G,PHO,@,NYK,W,2021-11-26,1,39,4,7,.571,4,5,.800,0,2,.000,2,2,1.000,.635,0,2,2,3,3,0,1,2,10,10.6,2.0
6121,Miles Bridges\bridgmi02,23-250,G-F,CHO,,MIN,W,2021-11-26,1,26,5,9,.556,2,5,.400,3,4,.750,5,6,.833,.773,2,5,7,1,1,1,1,5,18,15.6,3.8
6122,Malcolm Brogdon\brogdma01,28-350,G,IND,,TOR,W,2021-11-26,1,36,4,10,.400,3,5,.600,1,5,.200,2,2,1.000,.506,0,4,4,12,1,0,1,5,11,13.2,3.7
6123,Dillon Brooks\brookdi01,25-308,F-G,MEM,,ATL,L,2021-11-26,1,19,4,15,.267,3,11,.273,1,4,.250,3,3,1.000,.368,3,2,5,1,0,0,0,3,12,5.3,-11.4
6124,Jaylen Brown\brownja02,25-033,F-G,BOS,@,SAS,L,2021-11-26,1,27,6,16,.375,3,9,.333,3,7,.429,1,3,.333,.462,0,4,4,3,0,1,1,2,16,8.6,3.9
6125,Troy Brown Jr.\browntr01,22-121,G-F,CHI,@,ORL,W,2021-11-26,0,6,2,3,.667,1,1,1.000,1,2,.500,0,0,,.833,0,2,2,2,0,0,1,2,5,3.9,10.2
6126,Alec Burks\burksal01,30-129,G,NYK,,PHO,L,2021-11-26,0,23,3,5,.600,2,4,.500,1,1,1.000,2,2,1.000,.765,0,6,6,1,1,0,0,3,9,9.0,4.9
6127,Kentavious Caldwell-Pope\caldwke01,28-281,G,WAS,@,OKC,W,2021-11-26,1,27,8,13,.615,4,6,.667,4,7,.571,0,0,,.769,0,4,4,2,0,2,1,2,20,16.3,12.1
6128,Facundo Campazzo\campafa01,30-248,G,DEN,,MIL,L,2021-11-26,0,28,5,11,.455,2,3,.667,3,8,.375,3,3,1.000,.649,0,1,1,2,1,1,3,5,16,8.7,-3.3
6129,Vlatko Čančar\cancavl01,24-230,F,DEN,,MIL,L,2021-11-26,0,15,3,4,.750,1,2,.500,2,2,1.000,2,2,1.000,1.025,1,0,1,4,1,0,1,1,10,11.5,20.2
6130,Clint Capela\capelca01,27-192,C,ATL,@,MEM,W,2021-11-26,1,29,11,14,.786,11,14,.786,0,0,,1,4,.250,.730,5,12,17,2,1,3,0,3,23,26.8,12.2
6131,Wendell Carter Jr.\cartewe01,22-224,C,ORL,,CHI,L,2021-11-26,1,30,8,15,.533,6,9,.667,2,6,.333,8,10,.800,.670,2,8,10,2,0,2,0,1,26,24.1,13.9
6132,Alex Caruso\carusal01,27-271,G,CHI,@,ORL,W,2021-11-26,0,25,2,5,.400,2,4,.500,0,1,.000,0,0,,.400,1,4,5,3,4,0,0,1,4,8.9,5.6
6133,Justin Champagnie\champju01,20-150,F,TOR,@,IND,L,2021-11-26,0,1,0,1,.000,0,1,.000,0,0,,0,0,,.000,1,0,1,0,0,0,0,0,0,0.0,-23.7
6134,Chris Chiozza\chiozch01,26-005,G,GSW,,POR,W,2021-11-26,0,13,1,4,.250,0,1,.000,1,3,.333,0,0,,.375,0,0,0,2,1,0,1,2,3,1.2,-5.9
6135,Brandon Clarke\clarkbr01,25-068,F,MEM,,ATL,L,2021-11-26,0,12,0,1,.000,0,1,.000,0,0,,1,2,.500,.266,3,2,5,4,0,0,1,1,1,4.0,-1.2
6136,Jordan Clarkson\clarkjo01,29-172,G,UTA,,NOP,L,2021-11-26,0,22,3,12,.250,2,8,.250,1,4,.250,0,0,,.292,1,3,4,1,1,0,0,1,7,2.7,-6.6
6137,John Collins\collijo01,24-064,F,ATL,@,MEM,W,2021-11-26,1,23,8,11,.727,6,9,.667,2,2,1.000,3,3,1.000,.852,1,7,8,2,1,1,1,2,21,20.6,14.8
6138,Mike Conley\conlemi01,34-046,G,UTA,,NOP,L,2021-11-26,1,31,4,10,.400,4,6,.667,0,4,.000,4,4,1.000,.510,0,4,4,5,1,1,3,2,12,9.2,-0.6
6139,Pat Connaughton\connapa01,28-324,G,MIL,@,DEN,W,2021-11-26,0,27,7,8,.875,3,3,1.000,4,5,.800,2,3,.667,1.073,0,4,4,0,1,1,3,1,20,16.3,9.9
6140,Petr Cornelie\cornepe01,26-123,F,DEN,,MIL,L,2021-11-26,0,3,2,3,.667,2,2,1.000,0,1,.000,0,0,,.667,1,0,1,1,0,0,0,1,4,3.7,18.6
6141,Robert Covington\covinro01,30-347,F-C,POR,@,GSW,L,2021-11-26,1,31,4,11,.364,3,4,.750,1,7,.143,0,0,,.409,1,5,6,2,2,0,0,1,9,8.1,-1.4
6142,Torrey Craig\craigto01,30-342,G-F,IND,,TOR,W,2021-11-26,0,12,5,6,.833,4,5,.800,1,1,1.000,0,1,.000,.854,2,1,3,2,0,0,0,2,11,10.7,21.6
6143,Jae Crowder\crowdja01,31-143,F,PHO,@,NYK,W,2021-11-26,1,20,4,5,.800,1,1,1.000,3,4,.750,0,0,,1.100,0,0,0,1,3,0,1,5,11,9.8,13.1
6144,Jarrett Culver\culveja01,22-279,G,MEM,,ATL,L,2021-11-26,0,12,2,3,.667,1,1,1.000,1,2,.500,0,1,.000,.727,0,1,1,1,0,0,1,0,5,3.3,-4.8
6145,Cade Cunningham\cunnica01,20-062,G,DET,@,LAC,L,2021-11-26,1,28,3,13,.231,3,8,.375,0,5,.000,4,5,.800,.329,2,4,6,6,3,0,4,5,10,5.5,-4.6
6146,Stephen Curry\curryst01,33-257,G,GSW,,POR,W,2021-11-26,1,38,12,25,.480,6,10,.600,6,15,.400,2,3,.667,.608,0,7,7,8,1,0,3,2,32,23.8,7.1
6147,Anthony Davis\davisan02,28-260,F-C,LAL,,SAC,L,2021-11-26,1,49,9,22,.409,9,17,.529,0,5,.000,5,8,.625,.451,1,7,8,4,3,4,2,5,23,17.4,-2.2
6148,Terence Davis\daviste02,24-194,G,SAC,@,LAL,W,2021-11-26,0,29,4,15,.267,3,6,.500,1,9,.111,4,5,.800,.378,1,5,6,2,2,0,0,6,13,6.9,-5.9
6149,DeMar DeRozan\derozde01,32-111,G-F,CHI,@,ORL,W,2021-11-26,1,28,7,16,.438,4,13,.308,3,3,1.000,6,6,1.000,.617,0,5,5,4,0,0,0,2,23,18.1,4.5
6150,Hamidou Diallo\diallha01,23-118,G,DET,@,LAC,L,2021-11-26,0,18,2,9,.222,2,7,.286,0,2,.000,0,0,,.222,3,4,7,1,2,1,1,2,4,3.4,-4.1
6151,Gorgui Dieng\dienggo01,31-312,C,ATL,@,MEM,W,2021-11-26,0,12,3,6,.500,3,4,.750,0,2,.000,1,2,.500,.509,0,2,2,1,0,0,2,2,7,2.1,-14.6
6152,Spencer Dinwiddie\dinwisp01,28-234,G,WAS,@,OKC,W,2021-11-26,1,31,3,6,.500,1,2,.500,2,4,.500,2,2,1.000,.727,0,4,4,2,0,0,2,1,10,7.2,-2.9
6153,Luguentz Dort\dortlu01,22-221,G,OKC,,WAS,L,2021-11-26,1,36,7,14,.500,5,8,.625,2,6,.333,5,5,1.000,.648,0,4,4,2,1,0,0,3,21,16.4,3.7
6154,Ayo Dosunmu\dosunay01,21-313,G,CHI,@,ORL,W,2021-11-26,0,18,3,4,.750,1,1,1.000,2,3,.667,0,0,,1.000,0,1,1,2,0,0,1,1,8,6.7,4.7
6155,Devon Dotson\dotsode01,22-116,G,CHI,@,ORL,W,2021-11-26,0,6,0,0,,0,0,,0,0,,0,0,,,0,2,2,3,0,0,1,2,0,0.9,-3.1
6156,Chris Duarte\duartch01,24-166,G,IND,,TOR,W,2021-11-26,0,23,5,14,.357,4,6,.667,1,8,.125,1,1,1.000,.416,2,4,6,1,0,0,2,2,12,4.7,-10.2
6157,Anthony Edwards\edwaran01,20-113,G,MIN,@,CHO,L,2021-11-26,1,28,4,9,.444,3,5,.600,1,4,.250,2,3,.667,.533,1,4,5,2,1,0,2,2,11,7.4,-6.7
6158,Wayne Ellington\ellinwa01,33-362,G,LAL,,SAC,L,2021-11-26,0,16,2,2,1.000,0,0,,2,2,1.000,0,0,,1.500,0,0,0,1,0,1,1,2,6,5.0,6.6
6159,Drew Eubanks\eubandr01,24-298,F,SAS,,BOS,W,2021-11-26,0,7,0,3,.000,0,3,.000,0,0,,0,0,,.000,0,1,1,0,0,0,0,0,0,-1.8,-20.7
6160,Derrick Favors\favorde01,30-134,F-C,OKC,,WAS,L,2021-11-26,0,10,1,4,.250,1,3,.333,0,1,.000,0,0,,.250,1,1,2,0,0,0,1,1,2,-0.8,-20.1
6161,Malachi Flynn\flynnma01,23-200,G,TOR,@,IND,L,2021-11-26,0,14,1,6,.167,1,4,.250,0,2,.000,0,0,,.167,0,2,2,0,1,0,0,0,2,-0.2,-13.1
6162,Bryn Forbes\forbebr01,28-126,G,SAS,,BOS,W,2021-11-26,0,23,1,7,.143,1,2,.500,0,5,.000,0,0,,.143,0,1,1,0,2,0,1,2,2,-2.0,-13.1
6163,Trent Forrest\forretr01,23-167,G,UTA,,NOP,L,2021-11-26,0,3,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,0,0,0,0,0,0,0,0,2,1.7,11.4
6164,Evan Fournier\fournev01,29-028,G-F,NYK,,PHO,L,2021-11-26,1,26,4,15,.267,1,8,.125,3,7,.429,0,0,,.367,1,4,5,1,0,0,2,2,11,1.9,-8.0
6165,De'Aaron Fox\foxde01,23-341,G,SAC,@,LAL,W,2021-11-26,1,53,15,32,.469,13,25,.520,2,7,.286,2,2,1.000,.517,1,5,6,8,1,0,4,5,34,20.4,-1.6
6166,Enes Freedom\kanteen01,29-190,C,BOS,@,SAS,L,2021-11-26,0,18,1,5,.200,1,5,.200,0,0,,1,2,.500,.255,2,6,8,0,0,0,1,0,3,1.7,-10.1
6167,Daniel Gafford\gaffoda01,23-056,F,WAS,@,OKC,W,2021-11-26,1,27,3,5,.600,3,5,.600,0,0,,1,1,1.000,.643,2,6,8,1,1,8,0,0,7,15.2,12.7
6168,Danilo Gallinari\gallida01,33-110,F,ATL,@,MEM,W,2021-11-26,0,21,3,6,.500,1,3,.333,2,3,.667,1,1,1.000,.699,0,2,2,4,1,0,0,2,9,9.6,7.9
6169,Luka Garza\garzalu01,22-334,F-C,DET,@,LAC,L,2021-11-26,0,10,2,3,.667,2,3,.667,0,0,,1,2,.500,.644,1,2,3,0,0,0,0,0,5,4.6,2.1
6170,Rudy Gay\gayru01,35-101,F,UTA,,NOP,L,2021-11-26,0,16,4,5,.800,3,3,1.000,1,2,.500,0,0,,.900,1,2,3,1,0,0,0,2,9,8.3,10.4
6171,Paul George\georgpa01,31-208,F,LAC,,DET,W,2021-11-26,1,32,5,19,.263,4,10,.400,1,9,.111,1,2,.500,.302,0,5,5,4,3,1,2,2,12,5.5,-5.3
6172,Josh Giddey\giddejo01,19-047,G,OKC,,WAS,L,2021-11-26,1,29,4,12,.333,4,10,.400,0,2,.000,3,4,.750,.400,1,6,7,4,1,0,1,1,11,8.7,-3.1
6173,Shai Gilgeous-Alexander\gilgesh01,23-137,G,OKC,,WAS,L,2021-11-26,1,34,7,16,.438,7,12,.583,0,4,.000,1,2,.500,.444,0,8,8,9,1,1,1,1,15,15.2,3.7
6174,Rudy Gobert\goberru01,29-153,C,UTA,,NOP,L,2021-11-26,1,37,2,3,.667,2,3,.667,0,0,,5,10,.500,.608,3,7,10,2,0,3,3,5,9,8.4,-1.4
6175,Aaron Gordon\gordoaa01,26-071,F,DEN,,MIL,L,2021-11-26,1,37,6,10,.600,5,8,.625,1,2,.500,5,5,1.000,.738,2,7,9,3,2,0,0,3,18,19.8,5.2
6176,Devonte' Graham\grahade01,26-277,G,NOP,@,UTA,W,2021-11-26,1,29,3,10,.300,0,3,.000,3,7,.429,0,0,,.450,1,1,2,4,2,1,0,2,9,8.9,5.0
6177,Jerami Grant\grantje01,27-259,F,DET,@,LAC,L,2021-11-26,1,33,5,16,.313,4,12,.333,1,4,.250,9,9,1.000,.501,1,9,10,3,0,0,1,4,20,13.7,0.6
6178,Draymond Green\greendr01,31-267,F,GSW,,POR,W,2021-11-26,1,34,5,8,.625,5,7,.714,0,1,.000,2,3,.667,.644,1,7,8,12,2,3,6,3,12,16.1,9.2
6179,JaMychal Green\greenja01,31-158,F,DEN,,MIL,L,2021-11-26,1,16,1,8,.125,1,6,.167,0,2,.000,0,0,,.125,2,2,4,0,2,0,0,3,2,-0.4,-18.8
6180,Javonte Green\greenja02,28-126,F,CHI,@,ORL,W,2021-11-26,1,23,2,7,.286,1,5,.200,1,2,.500,0,0,,.357,1,7,8,0,1,0,4,2,5,-0.1,-14.0
6181,Jeff Green\greenje02,35-090,F,DEN,,MIL,L,2021-11-26,1,29,6,10,.600,3,5,.600,3,5,.600,0,0,,.750,1,3,4,0,1,1,1,3,15,11.5,1.8
6182,Quentin Grimes\grimequ01,21-202,G,NYK,,PHO,L,2021-11-26,0,17,1,6,.167,0,1,.000,1,5,.200,0,0,,.250,2,2,4,0,0,0,2,3,3,-2.0,-15.8
6183,Tyrese Haliburton\halibty01,21-270,G,SAC,@,LAL,W,2021-11-26,1,47,7,15,.467,2,6,.333,5,9,.556,0,0,,.633,1,5,6,9,5,0,3,0,19,21.8,8.4
6184,R.J. Hampton\hamptrj01,20-292,G,ORL,,CHI,L,2021-11-26,0,20,1,4,.250,0,2,.000,1,2,.500,3,7,.429,.424,0,0,0,0,0,0,2,2,6,-0.8,-16.1
6185,Maurice Harkless\harklma01,28-199,F-G,SAC,@,LAL,W,2021-11-26,1,8,1,3,.333,1,2,.500,0,1,.000,0,0,,.333,1,2,3,0,0,0,0,0,2,1.6,-7.5
6186,Montrezl Harrell\harremo01,27-304,F-C,WAS,@,OKC,W,2021-11-26,0,20,5,7,.714,5,7,.714,0,0,,4,4,1.000,.799,1,4,5,0,0,0,3,2,14,9.2,-1.9
6187,Gary Harris\harriga01,27-073,G,ORL,,CHI,L,2021-11-26,1,28,1,4,.250,1,3,.333,0,1,.000,0,0,,.250,1,1,2,4,1,0,0,1,2,4.0,-5.9
6188,Josh Hart\hartjo01,26-265,G,NOP,@,UTA,W,2021-11-26,1,37,2,6,.333,2,6,.333,0,0,,4,4,1.000,.515,0,4,4,5,0,0,2,2,8,6.5,-4.0
6189,Isaiah Hartenstein\harteis01,23-205,F,LAC,,DET,W,2021-11-26,0,19,4,5,.800,4,5,.800,0,0,,2,2,1.000,.850,2,3,5,3,1,0,0,4,10,11.9,11.3
6190,Gordon Hayward\haywago01,31-248,F-G,CHO,,MIN,W,2021-11-26,1,27,7,13,.538,5,8,.625,2,5,.400,2,3,.667,.628,2,4,6,6,0,3,5,2,18,14.4,1.2
6191,Willy Hernangómez\hernawi01,27-183,C,NOP,@,UTA,W,2021-11-26,0,19,6,9,.667,5,8,.625,1,1,1.000,0,0,,.722,2,6,8,5,0,0,2,2,13,13.0,16.4
6192,Buddy Hield\hieldbu01,28-344,G,SAC,@,LAL,W,2021-11-26,0,40,8,21,.381,5,8,.625,3,13,.231,6,7,.857,.519,1,3,4,6,2,0,0,4,25,19.3,5.0
6193,George Hill\hillge01,35-206,G,MIL,@,DEN,W,2021-11-26,0,25,2,4,.500,1,1,1.000,1,3,.333,0,0,,.625,0,1,1,2,0,1,0,1,5,5.0,-0.2
6194,Solomon Hill\hillso01,30-253,F,ATL,@,MEM,W,2021-11-26,0,6,0,2,.000,0,0,,0,2,.000,0,0,,.000,1,0,1,1,0,0,0,0,0,0.0,-12.3
6195,Aaron Holiday\holidaa01,25-057,G,WAS,@,OKC,W,2021-11-26,0,11,0,2,.000,0,0,,0,2,.000,0,0,,.000,0,0,0,0,0,1,0,1,0,-1.1,-11.4
6196,Jrue Holiday\holidjr01,31-167,G,MIL,@,DEN,W,2021-11-26,1,33,7,10,.700,6,7,.857,1,3,.333,1,2,.500,.735,1,4,5,6,0,1,2,0,16,16.2,2.8
6197,Justin Holiday\holidju01,32-235,F,IND,,TOR,W,2021-11-26,1,22,1,6,.167,1,2,.500,0,4,.000,0,0,,.167,0,0,0,2,1,1,1,0,2,0.3,-7.7
6198,Rodney Hood\hoodro01,29-037,G-F,MIL,@,DEN,W,2021-11-26,0,17,3,3,1.000,3,3,1.000,0,0,,0,0,,1.000,0,2,2,1,0,0,0,2,6,5.6,2.0
6199,Al Horford\horfoal01,35-176,C-F,BOS,@,SAS,L,2021-11-26,1,25,2,8,.250,2,5,.400,0,3,.000,0,0,,.250,3,2,5,1,0,2,1,3,4,1.8,-8.6
6200,Talen Horton-Tucker\hortota01,21-001,G-F,LAL,,SAC,L,2021-11-26,0,24,3,5,.600,2,2,1.000,1,3,.333,0,0,,.700,0,5,5,2,0,1,1,1,7,6.9,0.3
6201,Dwight Howard\howardw01,35-353,C,LAL,,SAC,L,2021-11-26,0,16,0,1,.000,0,1,.000,0,0,,0,0,,.000,0,5,5,0,1,0,0,1,0,1.4,-5.7
6202,Markus Howard\howarma02,22-268,G,DEN,,MIL,L,2021-11-26,0,5,3,4,.750,1,1,1.000,2,3,.667,0,0,,1.000,0,0,0,2,0,0,0,0,8,7.8,47.2
6203,Kevin Huerter\huertke01,23-091,G,ATL,@,MEM,W,2021-11-26,1,25,3,7,.429,2,4,.500,1,3,.333,0,0,,.500,0,1,1,4,0,0,0,0,7,6.4,-1.8
6204,Serge Ibaka\ibakase01,32-069,F-C,LAC,,DET,W,2021-11-26,0,19,3,5,.600,2,4,.500,1,1,1.000,2,2,1.000,.765,1,1,2,2,0,2,1,2,9,8.7,7.2
6205,Joe Ingles\inglejo01,34-055,F-G,UTA,,NOP,L,2021-11-26,0,23,5,8,.625,3,4,.750,2,4,.500,0,0,,.750,0,5,5,1,1,1,1,1,12,10.9,10.2
6206,Brandon Ingram\ingrabr01,24-085,F,NOP,@,UTA,W,2021-11-26,1,38,8,22,.364,7,18,.389,1,4,.250,4,4,1.000,.442,0,8,8,5,1,0,5,1,21,10.3,-4.2
6207,Frank Jackson\jacksfr01,23-206,G,DET,@,LAC,L,2021-11-26,0,21,3,8,.375,2,3,.667,1,5,.200,3,3,1.000,.536,1,0,1,0,0,0,4,0,10,2.3,-10.1
6208,Jaren Jackson Jr.\jacksja02,22-072,F,MEM,,ATL,L,2021-11-26,1,23,5,15,.333,5,10,.500,0,5,.000,4,4,1.000,.418,1,4,5,0,1,1,2,5,14,5.1,-14.7
6209,Josh Jackson\jacksjo02,24-289,F-G,DET,@,LAC,L,2021-11-26,0,19,2,5,.400,1,1,1.000,1,4,.250,0,0,,.500,0,1,1,0,0,1,0,1,5,2.9,-3.3
6210,Reggie Jackson\jacksre01,31-224,G,LAC,,DET,W,2021-11-26,1,34,8,19,.421,5,9,.556,3,10,.300,2,2,1.000,.528,0,4,4,4,0,0,0,2,21,14.1,1.6
6211,LeBron James\jamesle01,36-331,F-G,LAL,,SAC,L,2021-11-26,1,50,10,25,.400,8,12,.667,2,13,.154,8,11,.727,.503,1,6,7,11,1,0,7,4,30,17.9,-3.8
6212,Ty Jerome\jeromty01,24-141,G,OKC,,WAS,L,2021-11-26,0,11,1,2,.500,0,0,,1,2,.500,1,1,1.000,.820,1,0,1,2,0,0,0,0,4,5.1,7.8
6213,Alize Johnson\johnsal02,25-218,F,CHI,@,ORL,W,2021-11-26,0,2,0,0,,0,0,,0,0,,0,0,,,1,0,1,2,0,0,0,2,0,1.3,24.5
6214,Cameron Johnson\johnsca02,25-268,F,PHO,@,NYK,W,2021-11-26,0,28,3,6,.500,1,2,.500,2,4,.500,2,2,1.000,.727,0,3,3,2,0,0,0,3,10,8.1,1.5
6215,Keldon Johnson\johnske04,22-046,G,SAS,,BOS,W,2021-11-26,1,38,7,12,.583,6,10,.600,1,2,.500,2,4,.500,.618,3,11,14,2,2,0,1,1,17,18.0,6.6
6216,Damian Jones\jonesda03,26-149,F-C,SAC,@,LAL,W,2021-11-26,0,5,1,1,1.000,1,1,1.000,0,0,,0,2,.000,.532,0,0,0,0,0,0,1,0,2,-0.1,-16.1
6217,Derrick Jones Jr.\jonesde02,24-284,F,CHI,@,ORL,W,2021-11-26,0,10,1,2,.500,1,2,.500,0,0,,0,0,,.500,1,1,2,0,0,0,0,6,2,-0.4,-15.4
6218,Herbert Jones\joneshe01,23-051,F,NOP,@,UTA,W,2021-11-26,1,35,4,9,.444,4,9,.444,0,0,,0,0,,.444,1,1,2,2,3,1,2,5,8,5.4,-2.8
