Rk,Player,Age,Pos,Tm,,Opp,,Date,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM
6219,Kai Jones\joneska01,20-311,F-C,CHO,,MIN,W,2021-11-26,0,3,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,0,1,1,0,0,0,0,0,2,2.0,6.2
6220,Tre Jones\jonestr01,21-322,G,SAS,,BOS,W,2021-11-26,0,18,5,6,.833,5,6,.833,0,0,,2,2,1.000,.872,0,2,2,2,0,0,2,2,12,9.0,4.4
6221,Tyus Jones\jonesty01,25-200,G,MEM,,ATL,L,2021-11-26,0,20,4,6,.667,3,4,.750,1,2,.500,1,1,1.000,.776,0,0,0,2,0,1,1,0,10,8.5,-0.4
6222,DeAndre Jordan\jordade01,33-128,C,LAL,,SAC,L,2021-11-26,1,11,2,3,.667,2,3,.667,0,0,,0,0,,.667,1,0,1,0,0,0,2,2,4,0.6,-15.6
6223,Cory Joseph\josepco01,30-098,G,DET,@,LAC,L,2021-11-26,1,25,3,6,.500,1,4,.250,2,2,1.000,2,2,1.000,.727,0,2,2,4,1,0,1,0,10,10.4,4.9
6224,Georgios Kalaitzakis\kalaige01,22-328,G-F,MIL,@,DEN,W,2021-11-26,0,3,1,1,1.000,1,1,1.000,0,0,,1,1,1.000,1.042,0,0,0,0,0,0,0,3,3,1.5,-6.6
6225,Luke Kennard\kennalu01,25-155,G,LAC,,DET,W,2021-11-26,0,28,2,10,.200,0,0,,2,10,.200,2,2,1.000,.368,1,6,7,4,2,0,4,5,8,3.1,-7.0
6226,Nathan Knight\knighna01,24-067,F-C,MIN,@,CHO,L,2021-11-26,0,2,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,0,0,0,0,0,0,0,0,2,1.7,12.7
6227,Kevin Knox\knoxke01,22-107,F,NYK,,PHO,L,2021-11-26,0,8,1,4,.250,1,2,.500,0,2,.000,0,0,,.250,0,0,0,0,0,0,0,0,2,-0.4,-13.4
6228,John Konchar\konchjo01,25-249,G,MEM,,ATL,L,2021-11-26,0,16,7,8,.875,4,5,.800,3,3,1.000,0,0,,1.063,0,5,5,3,0,0,2,1,17,15.4,20.5
6229,Kyle Kuzma\kuzmaky01,26-125,F,WAS,@,OKC,W,2021-11-26,1,33,5,9,.556,4,6,.667,1,3,.333,0,0,,.611,1,9,10,5,0,0,4,3,11,8.4,-1.1
6230,Romeo Langford\langfro01,22-032,G,BOS,@,SAS,L,2021-11-26,0,17,1,3,.333,0,0,,1,3,.333,0,0,,.500,0,4,4,1,0,1,0,1,3,3.5,1.5
6231,Zach LaVine\lavinza01,26-261,G-F,CHI,@,ORL,W,2021-11-26,1,29,8,14,.571,5,7,.714,3,7,.429,2,2,1.000,.706,0,4,4,5,0,0,0,0,21,19.1,9.3
6232,Jake Layman\laymaja01,27-264,F,MIN,@,CHO,L,2021-11-26,0,7,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,1,1,2,0,0,1,1,0,2,2.4,0.8
6233,Saben Lee\leesa01,22-156,G,DET,@,LAC,L,2021-11-26,0,20,2,4,.500,2,3,.667,0,1,.000,2,2,1.000,.615,0,3,3,2,1,1,2,1,6,5.6,-0.6
6234,Alex Len\lenal01,28-163,C,SAC,@,LAL,W,2021-11-26,1,37,4,8,.500,3,7,.429,1,1,1.000,3,4,.750,.615,5,3,8,0,0,1,1,6,12,9.3,-5.5
6235,Caris LeVert\leverca01,27-093,G-F,IND,,TOR,W,2021-11-26,1,34,8,15,.533,5,10,.500,3,5,.600,0,0,,.633,0,5,5,3,0,0,2,2,19,12.5,0.7
6236,Kira Lewis Jr.\lewiski01,20-234,G,NOP,@,UTA,W,2021-11-26,0,10,3,3,1.000,1,1,1.000,2,2,1.000,2,2,1.000,1.289,0,0,0,1,1,0,0,1,10,10.4,33.3
6237,Damian Lillard\lillada01,31-134,G,POR,@,GSW,L,2021-11-26,1,38,5,15,.333,3,8,.375,2,7,.286,4,4,1.000,.477,0,0,0,6,1,0,4,1,16,8.3,-6.7
6238,Nassir Little\littlna01,21-288,F,POR,@,GSW,L,2021-11-26,0,20,0,4,.000,0,2,.000,0,2,.000,3,3,1.000,.282,1,4,5,0,0,0,0,0,3,2.1,-10.2
6239,Kevon Looney\looneke01,25-293,F-C,GSW,,POR,W,2021-11-26,1,20,6,7,.857,6,7,.857,0,0,,0,0,,.857,3,4,7,0,0,0,0,3,12,11.6,3.7
6240,Timothé Luwawu-Cabarrot\luwawti01,26-201,F,ATL,@,MEM,W,2021-11-26,0,6,2,2,1.000,1,1,1.000,1,1,1.000,0,0,,1.250,0,2,2,0,0,0,0,1,5,4.6,16.4
6241,Trey Lyles\lylestr01,26-021,F,DET,@,LAC,L,2021-11-26,0,15,5,8,.625,3,5,.600,2,3,.667,1,1,1.000,.770,2,3,5,0,0,0,0,1,13,11.3,14.4
6242,Sandro Mamukelashvili\mamuksa01,22-187,F,MIL,@,DEN,W,2021-11-26,0,3,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-4.1
6243,Terance Mann\mannte01,25-039,G-F,LAC,,DET,W,2021-11-26,0,31,6,13,.462,5,12,.417,1,1,1.000,3,3,1.000,.559,2,8,10,2,1,0,2,4,16,11.9,-0.4
6244,Tre Mann\manntr01,20-296,G,OKC,,WAS,L,2021-11-26,0,17,3,11,.273,2,7,.286,1,4,.250,0,0,,.318,1,0,1,0,1,0,0,1,7,1.8,-9.9
6245,Cody Martin\martico01,26-059,G-F,CHO,,MIN,W,2021-11-26,0,28,3,5,.600,3,4,.750,0,1,.000,0,0,,.600,0,3,3,6,1,1,0,0,6,10.5,5.1
6246,Kelan Martin\martike03,26-115,F,IND,,TOR,W,2021-11-26,0,23,7,13,.538,6,7,.857,1,6,.167,0,0,,.577,2,1,3,1,1,1,0,1,15,12.4,7.1
6247,Miles McBride\mcbrimi01,21-079,G,NYK,,PHO,L,2021-11-26,0,4,1,5,.200,1,2,.500,0,3,.000,0,0,,.200,1,0,1,1,1,0,0,1,2,0.9,-2.0
6248,CJ McCollum\mccolcj01,30-068,G,POR,@,GSW,L,2021-11-26,1,39,6,17,.353,3,11,.273,3,6,.500,1,2,.500,.447,3,4,7,4,0,1,1,2,16,11.1,-2.6
6249,T.J. McConnell\mccontj01,29-246,G,IND,,TOR,W,2021-11-26,0,22,2,4,.500,2,4,.500,0,0,,0,0,,.500,2,2,4,7,3,0,2,2,4,9.1,8.3
6250,Jaden McDaniels\mcdanja02,21-058,F,MIN,@,CHO,L,2021-11-26,1,22,2,7,.286,2,3,.667,0,4,.000,0,0,,.286,3,3,6,0,0,1,2,3,4,0.4,-16.0
6251,Jalen McDaniels\mcdanja01,23-299,F,CHO,,MIN,W,2021-11-26,0,23,5,7,.714,2,3,.667,3,4,.750,1,1,1.000,.941,2,6,8,1,0,0,0,1,14,14.6,8.4
6252,JaVale McGee\mcgeeja01,33-311,C,PHO,@,NYK,W,2021-11-26,0,14,2,3,.667,2,3,.667,0,0,,2,3,.667,.694,1,7,8,1,1,1,0,0,6,9.5,12.7
6253,Jordan McLaughlin\mclaujo01,25-231,G,MIN,@,CHO,L,2021-11-26,0,15,1,3,.333,1,2,.500,0,1,.000,0,0,,.333,0,0,0,4,1,0,0,0,2,4.1,-2.3
6254,De'Anthony Melton\meltode01,23-182,G,MEM,,ATL,L,2021-11-26,0,20,3,9,.333,1,3,.333,2,6,.333,0,0,,.444,0,0,0,1,2,1,3,1,8,2.9,-7.7
6255,Chimezie Metu\metuch01,24-249,F,SAC,@,LAL,W,2021-11-26,1,25,1,5,.200,1,2,.500,0,3,.000,1,3,.333,.237,1,7,8,1,1,1,1,2,3,2.5,-7.5
6256,Khris Middleton\middlkh01,30-106,F-G,MIL,@,DEN,W,2021-11-26,1,31,5,11,.455,1,2,.500,4,9,.444,3,3,1.000,.690,0,5,5,7,1,0,6,2,17,11.9,-1.0
6257,Davion Mitchell\mitchda01,23-082,G,SAC,@,LAL,W,2021-11-26,0,17,2,8,.250,1,7,.143,1,1,1.000,0,0,,.313,1,2,3,0,0,0,0,0,5,1.5,-10.9
6258,Donovan Mitchell\mitchdo01,25-080,G,UTA,,NOP,L,2021-11-26,1,34,6,21,.286,4,14,.286,2,7,.286,2,2,1.000,.366,0,4,4,6,0,0,4,1,16,4.7,-8.6
6259,Malik Monk\monkma01,23-295,G,LAL,,SAC,L,2021-11-26,0,44,8,11,.727,4,4,1.000,4,7,.571,0,0,,.909,0,5,5,3,1,0,3,4,20,15.5,1.8
6260,Ja Morant\moranja01,22-108,G,MEM,,ATL,L,2021-11-26,1,9,0,1,.000,0,1,.000,0,0,,2,2,1.000,.532,1,0,1,1,0,1,0,0,2,3.4,-0.5
6261,Marcus Morris\morrima03,32-085,F,LAC,,DET,W,2021-11-26,1,23,2,7,.286,2,4,.500,0,3,.000,2,2,1.000,.381,0,5,5,2,1,0,1,3,6,3.6,-6.2
6262,Monte Morris\morrimo01,26-152,G,DEN,,MIL,L,2021-11-26,1,32,6,14,.429,3,8,.375,3,6,.500,0,0,,.536,0,1,1,8,0,0,2,1,15,11.1,-1.5
6263,Mychal Mulder\muldemy01,27-167,G-F,ORL,,CHI,L,2021-11-26,0,12,0,3,.000,0,1,.000,0,2,.000,0,0,,.000,0,0,0,0,2,0,1,0,0,-1.1,-12.4
6264,Dejounte Murray\murrade01,25-068,G,SAS,,BOS,W,2021-11-26,1,38,12,24,.500,12,22,.545,0,2,.000,5,7,.714,.535,1,10,11,6,3,1,3,2,29,24.0,11.0
6265,Mike Muscala\muscami01,30-148,F-C,OKC,,WAS,L,2021-11-26,0,17,1,4,.250,0,0,,1,4,.250,0,0,,.375,0,0,0,3,1,2,1,1,3,3.7,1.9
6266,Svi Mykhailiuk\mykhasv01,24-169,G-F,TOR,@,IND,L,2021-11-26,0,17,1,6,.167,1,3,.333,0,3,.000,0,0,,.167,0,0,0,0,1,0,0,1,2,-1.2,-14.2
6267,Larry Nance Jr.\nancela02,28-329,F-C,POR,@,GSW,L,2021-11-26,0,24,2,5,.400,1,3,.333,1,2,.500,3,4,.750,.592,1,5,6,3,0,1,1,0,8,8.9,2.8
6268,Aaron Nesmith\nesmiaa01,22-041,G-F,BOS,@,SAS,L,2021-11-26,0,10,2,4,.500,1,1,1.000,1,3,.333,0,0,,.625,0,1,1,0,1,0,0,2,5,3.5,5.6
6269,Raul Neto\netora01,29-191,G,WAS,@,OKC,W,2021-11-26,0,17,2,9,.222,2,8,.250,0,1,.000,1,1,1.000,.265,0,1,1,0,0,0,0,1,5,-0.6,-19.1
6270,Zeke Nnaji\nnajize01,20-321,F,DEN,,MIL,L,2021-11-26,0,15,1,4,.250,0,3,.000,1,1,1.000,1,2,.500,.410,1,0,1,0,0,0,0,0,4,1.9,-9.6
6271,Nerlens Noel\noelne01,27-230,C-F,NYK,,PHO,L,2021-11-26,0,18,2,5,.400,2,4,.500,0,1,.000,2,2,1.000,.510,2,4,6,0,0,0,1,3,6,3.7,-5.8
6272,Jaylen Nowell\nowelja01,22-140,G,MIN,@,CHO,L,2021-11-26,0,7,4,9,.444,3,7,.429,1,2,.500,0,0,,.500,0,0,0,1,0,0,0,0,9,5.0,5.6
6273,Jusuf Nurkić\nurkiju01,27-095,C,POR,@,GSW,L,2021-11-26,1,24,6,10,.600,6,8,.750,0,2,.000,5,8,.625,.629,1,4,5,3,1,0,1,4,17,13.6,5.4
6274,Jordan Nwora\nworajo01,23-078,F,MIL,@,DEN,W,2021-11-26,0,13,3,5,.600,1,2,.500,2,3,.667,0,0,,.800,2,2,4,0,0,0,5,1,8,2.3,-12.5
6275,Royce O'Neale\onealro01,28-174,F,UTA,,NOP,L,2021-11-26,1,32,2,4,.500,0,0,,2,4,.500,0,0,,.750,1,2,3,0,2,3,1,3,6,7.2,5.9
6276,Chuma Okeke\okekech01,23-100,F,ORL,,CHI,L,2021-11-26,0,25,2,7,.286,1,3,.333,1,4,.250,0,0,,.357,0,5,5,1,1,0,0,3,5,2.9,-7.7
6277,Josh Okogie\okogijo01,23-086,G,MIN,@,CHO,L,2021-11-26,0,12,2,3,.667,2,2,1.000,0,1,.000,0,0,,.667,0,0,0,1,0,0,0,1,4,3.0,-4.3
6278,Kelly Oubre Jr.\oubreke01,25-352,F,CHO,,MIN,W,2021-11-26,0,27,10,17,.588,3,4,.750,7,13,.538,0,0,,.794,0,1,1,0,0,0,0,2,27,18.6,6.1
6279,Jabari Parker\parkeja01,26-256,F,BOS,@,SAS,L,2021-11-26,0,5,1,1,1.000,0,0,,1,1,1.000,2,2,1.000,1.330,0,0,0,0,1,0,1,0,5,4.7,31.3
6280,Chris Paul\paulch01,36-204,G,PHO,@,NYK,W,2021-11-26,1,30,3,6,.500,2,5,.400,1,1,1.000,7,9,.778,.703,0,4,4,10,1,0,2,1,14,17.0,6.0
6281,Cameron Payne\payneca01,27-110,G,PHO,@,NYK,W,2021-11-26,0,18,5,11,.455,4,7,.571,1,4,.250,2,2,1.000,.547,0,2,2,6,1,0,1,4,13,10.5,4.2
6282,Gary Payton II\paytoga02,28-360,G,GSW,,POR,W,2021-11-26,0,12,3,3,1.000,3,3,1.000,0,0,,1,2,.500,.902,0,1,1,0,2,0,0,1,7,7.6,12.7
6283,Jakob Poeltl\poeltja01,26-042,C,SAS,,BOS,W,2021-11-26,1,34,3,6,.500,3,6,.500,0,0,,1,2,.500,.509,2,10,12,1,0,3,1,4,7,8.2,-2.1
6284,Aleksej Pokusevski\pokusal01,19-335,F,OKC,,WAS,L,2021-11-26,0,17,3,8,.375,2,6,.333,1,2,.500,0,0,,.438,2,4,6,2,1,0,3,3,7,3.4,-6.8
6285,Jordan Poole\poolejo01,22-160,G,GSW,,POR,W,2021-11-26,1,35,5,12,.417,3,6,.500,2,6,.333,2,2,1.000,.543,1,1,2,5,0,0,1,3,14,9.9,-2.7
6286,Otto Porter Jr.\porteot01,28-176,F,GSW,,POR,W,2021-11-26,0,21,1,4,.250,1,1,1.000,0,3,.000,0,0,,.250,0,6,6,1,1,1,1,1,2,2.4,-5.1
6287,Bobby Portis\portibo01,26-289,F,MIL,@,DEN,W,2021-11-26,1,28,5,12,.417,4,8,.500,1,4,.250,0,0,,.458,2,6,8,1,1,3,2,2,11,8.8,-5.8
6288,Norman Powell\powelno01,28-185,G,POR,@,GSW,L,2021-11-26,1,26,6,9,.667,5,8,.625,1,1,1.000,2,2,1.000,.759,0,1,1,2,0,0,1,2,15,11.0,1.2
6289,Joshua Primo\primojo01,18-337,G,SAS,,BOS,W,2021-11-26,0,5,0,1,.000,0,0,,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,1,0,-1.1,-19.2
6290,Taurean Prince\princta02,27-249,F,MIN,@,CHO,L,2021-11-26,0,20,3,6,.500,1,2,.500,2,4,.500,0,0,,.667,2,1,3,1,2,2,0,1,8,10.4,10.7
6291,Immanuel Quickley\quickim01,22-162,G,NYK,,PHO,L,2021-11-26,0,20,6,9,.667,3,3,1.000,3,6,.500,1,1,1.000,.847,0,2,2,4,0,0,2,3,16,12.3,13.8
6292,Julius Randle\randlju01,26-362,F-C,NYK,,PHO,L,2021-11-26,1,32,3,8,.375,3,6,.500,0,2,.000,3,4,.750,.461,2,4,6,4,2,1,4,0,9,8.3,0.5
6293,Cam Reddish\reddica01,22-086,F,ATL,@,MEM,W,2021-11-26,0,28,4,10,.400,2,5,.400,2,5,.400,4,4,1.000,.595,0,1,1,2,3,1,2,1,14,11.6,2.5
6294,Naz Reid\reidna01,22-092,F,MIN,@,CHO,L,2021-11-26,0,14,1,6,.167,1,6,.167,0,0,,3,4,.750,.322,2,4,6,1,1,1,0,2,5,5.0,-5.6
6295,Nick Richards\richani01,23-362,F-C,CHO,,MIN,W,2021-11-26,0,15,1,2,.500,1,2,.500,0,0,,0,0,,.500,0,3,3,0,0,1,1,4,2,0.0,-12.4
6296,Austin Rivers\riverau01,29-117,G,DEN,,MIL,L,2021-11-26,0,17,0,4,.000,0,0,,0,4,.000,0,0,,.000,0,0,0,0,0,0,0,1,0,-3.2,-20.9
6297,Mitchell Robinson\robinmi01,23-239,C,NYK,,PHO,L,2021-11-26,1,21,3,4,.750,3,4,.750,0,0,,1,3,.333,.658,5,3,8,0,1,0,0,0,7,10.0,4.4
6298,Jeremiah Robinson-Earl\robinje02,21-023,F,OKC,,WAS,L,2021-11-26,1,23,4,7,.571,2,4,.500,2,3,.667,0,0,,.714,0,2,2,0,0,1,2,1,10,5.6,-2.1
6299,Terrence Ross\rosste01,30-294,F-G,ORL,,CHI,L,2021-11-26,0,20,2,6,.333,1,3,.333,1,3,.333,0,0,,.417,0,2,2,0,0,0,2,1,5,-0.2,-15.1
6300,Terry Rozier\roziete01,27-254,G,CHO,,MIN,W,2021-11-26,1,29,6,9,.667,3,6,.500,3,3,1.000,0,0,,.833,0,3,3,2,2,1,1,0,15,15.1,7.0
6301,D'Angelo Russell\russeda01,25-276,G,MIN,@,CHO,L,2021-11-26,1,28,8,15,.533,7,11,.636,1,4,.250,1,2,.500,.567,1,5,6,5,0,0,2,2,18,13.2,-2.6
6302,Domantas Sabonis\sabondo01,25-207,F-C,IND,,TOR,W,2021-11-26,1,36,8,15,.533,7,12,.583,1,3,.333,6,7,.857,.636,7,11,18,2,0,0,4,3,23,19.7,2.0
6303,Tomáš Satoranský\satorto01,30-027,G,NOP,@,UTA,W,2021-11-26,0,9,0,0,,0,0,,0,0,,0,0,,,0,1,1,2,0,0,0,2,0,0.9,-3.1
6304,Dennis Schröder\schrode01,28-072,G,BOS,@,SAS,L,2021-11-26,1,38,3,14,.214,2,9,.222,1,5,.200,1,1,1.000,.277,0,5,5,4,0,0,2,4,8,0.1,-12.3
6305,Landry Shamet\shamela01,24-258,G,PHO,@,NYK,W,2021-11-26,0,20,2,4,.500,0,0,,2,4,.500,2,3,.667,.752,0,1,1,2,0,0,1,2,8,5.5,0.8
6306,Pascal Siakam\siakapa01,27-238,F,TOR,@,IND,L,2021-11-26,1,37,7,17,.412,6,13,.462,1,4,.250,2,3,.667,.464,3,9,12,4,0,1,1,1,17,14.4,1.7
6307,Anfernee Simons\simonan01,22-171,G,POR,@,GSW,L,2021-11-26,0,29,7,13,.538,2,3,.667,5,10,.500,0,0,,.731,0,6,6,2,3,0,2,2,19,16.1,10.3
6308,Jericho Sims\simsje01,23-037,F,NYK,,PHO,L,2021-11-26,0,4,0,0,,0,0,,0,0,,0,0,,,1,1,2,0,0,0,0,1,0,0.6,-5.6
6309,Marcus Smart\smartma01,27-265,G,BOS,@,SAS,L,2021-11-26,1,33,6,14,.429,6,11,.545,0,3,.000,1,2,.500,.437,2,5,7,8,1,1,2,2,13,12.6,3.5
6310,Ish Smith\smithis01,33-144,G,CHO,,MIN,W,2021-11-26,0,6,1,2,.500,1,2,.500,0,0,,0,0,,.500,0,0,0,0,0,0,1,0,2,0.0,-18.9
6311,Jalen Smith\smithja04,21-255,F,PHO,@,NYK,W,2021-11-26,0,2,0,1,.000,0,1,.000,0,0,,0,0,,.000,0,1,1,0,0,0,0,0,0,-0.4,-25.2
6312,Tony Snell\snellto01,30-016,G-F,POR,@,GSW,L,2021-11-26,0,10,0,2,.000,0,1,.000,0,1,.000,0,0,,.000,0,1,1,1,0,0,0,1,0,-0.8,-12.7
6313,Isaiah Stewart\stewais01,20-188,F-C,DET,@,LAC,L,2021-11-26,1,27,2,6,.333,2,5,.400,0,1,.000,0,2,.000,.291,2,10,12,0,1,1,2,3,4,2.7,-8.8
6314,Jalen Suggs\suggsja01,20-176,G,ORL,,CHI,L,2021-11-26,1,26,5,10,.500,3,6,.500,2,4,.500,2,4,.500,.595,0,3,3,3,2,1,4,2,14,9.1,0.5
6315,Jayson Tatum\tatumja01,23-268,F,BOS,@,SAS,L,2021-11-26,1,40,9,23,.391,7,16,.438,2,7,.286,4,5,.800,.476,3,9,12,2,1,0,2,3,24,15.1,2.0
6316,Garrett Temple\templga01,35-202,G,NOP,@,UTA,W,2021-11-26,0,11,1,3,.333,0,1,.000,1,2,.500,0,0,,.500,0,2,2,1,1,0,0,1,3,3.2,4.9
6317,Matt Thomas\thomama02,27-114,G,CHI,@,ORL,W,2021-11-26,0,5,1,2,.500,1,1,1.000,0,1,.000,0,0,,.500,0,0,0,0,0,0,0,0,2,1.0,-8.6
6318,Tristan Thompson\thomptr01,30-258,F-C,SAC,@,LAL,W,2021-11-26,0,20,6,7,.857,6,7,.857,0,0,,1,4,.250,.742,3,2,5,2,0,2,2,3,13,11.6,6.5
6319,Killian Tillie\tilliki02,23-266,F,MEM,,ATL,L,2021-11-26,0,12,3,4,.750,2,2,1.000,1,2,.500,0,0,,.875,0,0,0,2,1,1,0,0,7,8.5,17.1
6320,Xavier Tillman Sr.\tillmxa01,22-318,F,MEM,,ATL,L,2021-11-26,0,12,2,4,.500,1,2,.500,1,2,.500,2,4,.500,.608,1,2,3,3,0,0,0,2,7,6.8,5.9
6321,Obi Toppin\toppiob01,23-267,F,NYK,,PHO,L,2021-11-26,0,14,2,10,.200,2,7,.286,0,3,.000,1,2,.500,.230,3,2,5,0,0,0,1,1,5,-0.3,-17.8
6322,Juan Toscano-Anderson\toscaju01,28-230,F,GSW,,POR,W,2021-11-26,0,23,3,5,.600,3,3,1.000,0,2,.000,2,2,1.000,.680,2,6,8,1,0,0,1,1,8,8.2,-0.9
6323,Karl-Anthony Towns\townska01,26-011,C-F,MIN,@,CHO,L,2021-11-26,1,31,9,18,.500,8,15,.533,1,3,.333,6,7,.857,.593,2,5,7,6,1,0,3,3,25,19.5,4.9
6324,Gary Trent Jr.\trentga02,22-312,G,TOR,@,IND,L,2021-11-26,1,32,4,11,.364,3,6,.500,1,5,.200,4,4,1.000,.509,0,1,1,1,2,0,0,2,13,9.1,-1.1
6325,Myles Turner\turnemy01,25-247,C-F,IND,,TOR,W,2021-11-26,1,31,7,14,.500,4,7,.571,3,7,.429,0,0,,.607,2,8,10,1,0,2,0,2,17,15.1,6.2
6326,Jonas Valančiūnas\valanjo01,29-204,C,NOP,@,UTA,W,2021-11-26,1,29,5,10,.500,5,7,.714,0,3,.000,1,3,.333,.486,2,8,10,1,0,1,2,4,11,6.8,-5.7
6327,Jarred Vanderbilt\vandeja01,22-237,F,MIN,@,CHO,L,2021-11-26,1,24,2,5,.400,2,5,.400,0,0,,1,2,.500,.425,1,7,8,0,2,1,1,2,5,5.6,-6.0
6328,Fred VanVleet\vanvlfr01,27-274,G,TOR,@,IND,L,2021-11-26,1,38,10,21,.476,6,11,.545,4,10,.400,2,3,.667,.582,0,5,5,4,1,1,4,5,26,14.9,2.3
6329,Nikola Vučević\vucevni01,31-033,C,CHI,@,ORL,W,2021-11-26,1,29,7,13,.538,6,9,.667,1,4,.250,1,5,.200,.526,2,6,8,3,0,1,2,3,16,10.9,-3.3
6330,Franz Wagner\wagnefr01,20-091,G-F,ORL,,CHI,L,2021-11-26,1,29,6,14,.429,6,11,.545,0,3,.000,3,4,.750,.476,0,5,5,4,0,1,2,1,15,9.8,-3.0
6331,Moritz Wagner\wagnemo01,24-214,F-C,ORL,,CHI,L,2021-11-26,0,18,2,8,.250,2,3,.667,0,5,.000,5,5,1.000,.441,0,2,2,2,1,0,0,4,9,5.6,-3.3
6332,Ish Wainright\wainris01,27-075,F,PHO,@,NYK,W,2021-11-26,0,2,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-3.2
6333,Kemba Walker\walkeke02,31-202,G,NYK,,PHO,L,2021-11-26,1,23,5,11,.455,2,5,.400,3,6,.500,4,4,1.000,.666,0,3,3,2,1,0,2,1,17,12.2,9.9
6334,Lonnie Walker IV\walkelo01,22-347,G,SAS,,BOS,W,2021-11-26,0,15,4,8,.500,2,4,.500,2,4,.500,0,0,,.625,0,1,1,1,0,0,0,1,10,6.6,6.2
6335,P.J. Washington\washipj01,23-095,F,CHO,,MIN,W,2021-11-26,1,24,6,12,.500,1,5,.200,5,7,.714,0,0,,.708,0,6,6,1,0,0,2,5,17,9.5,-3.0
6336,Russell Westbrook\westbru01,33-014,G,LAL,,SAC,L,2021-11-26,1,51,10,18,.556,8,14,.571,2,4,.500,7,9,.778,.660,4,6,10,11,2,0,3,3,29,29.7,7.3
6337,Coby White\whiteco01,21-283,G,CHI,@,ORL,W,2021-11-26,0,24,9,11,.818,7,7,1.000,2,4,.500,0,1,.000,.874,0,4,4,2,1,0,1,1,20,17.7,11.5
6338,Derrick White\whitede01,27-147,G,SAS,,BOS,W,2021-11-26,1,37,5,16,.313,2,7,.286,3,9,.333,4,4,1.000,.479,2,6,8,7,0,2,2,1,17,14.9,5.3
6339,Hassan Whiteside\whiteha01,32-166,C,UTA,,NOP,L,2021-11-26,0,11,0,2,.000,0,2,.000,0,0,,1,2,.500,.174,3,3,6,0,0,0,2,5,1,-1.8,-23.0
6340,Andrew Wiggins\wiggian01,26-276,F-G,GSW,,POR,W,2021-11-26,1,34,10,16,.625,7,11,.636,3,5,.600,2,2,1.000,.741,2,3,5,2,1,0,1,3,25,20.3,6.7
6341,Grant Williams\willigr01,22-361,F,BOS,@,SAS,L,2021-11-26,0,27,3,4,.750,2,2,1.000,1,2,.500,0,0,,.875,2,3,5,1,0,3,0,3,7,9.3,5.4
6342,Kenrich Williams\willike04,26-359,G-F,OKC,,WAS,L,2021-11-26,0,24,4,6,.667,3,5,.600,1,1,1.000,2,2,1.000,.799,3,2,5,1,1,0,0,3,11,11.6,5.3
6343,Lou Williams\willilo02,35-030,G,ATL,@,MEM,W,2021-11-26,0,15,2,7,.286,1,5,.200,1,2,.500,0,0,,.357,0,1,1,0,0,0,1,1,5,-0.2,-17.7
6344,Ziaire Williams\willizi02,20-075,F,MEM,,ATL,L,2021-11-26,0,15,0,1,.000,0,0,,0,1,.000,0,0,,.000,0,3,3,3,1,1,1,0,0,3.0,-2.0
6345,Justise Winslow\winslju01,25-245,F,LAC,,DET,W,2021-11-26,0,3,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-7.1
6346,Delon Wright\wrighde01,29-214,G,ATL,@,MEM,W,2021-11-26,0,21,1,4,.250,1,3,.333,0,1,.000,0,0,,.250,2,4,6,3,2,0,1,0,2,5.3,-0.2
6347,Thaddeus Young\youngth01,33-158,F,SAS,,BOS,W,2021-11-26,0,6,0,1,.000,0,1,.000,0,0,,0,0,,.000,0,0,0,2,0,0,0,0,0,0.7,-0.9
6348,Trae Young\youngtr01,23-068,G,ATL,@,MEM,W,2021-11-26,1,27,12,16,.750,9,12,.750,3,4,.750,4,5,.800,.852,0,1,1,10,0,0,4,0,31,27.5,14.6
6349,Ivica Zubac\zubaciv01,24-253,C,LAC,,DET,W,2021-11-26,1,22,3,4,.750,3,4,.750,0,0,,4,4,1.000,.868,5,8,13,2,1,1,2,2,10,14.6,8.9
6350,Bam Adebayo\adebaba01,24-132,C-F,MIA,@,CHI,W,2021-11-27,1,33,4,9,.444,4,9,.444,0,0,,1,2,.500,.455,1,6,7,6,1,0,1,2,9,9.8,1.5
6351,LaMarcus Aldridge\aldrila01,36-131,F-C,BRK,,PHO,L,2021-11-27,1,28,8,12,.667,8,11,.727,0,1,.000,2,2,1.000,.699,0,6,6,0,0,0,1,0,18,13.6,2.4
6352,Nickeil Alexander-Walker\alexani01,23-086,G,NOP,@,UTA,L,2021-11-27,0,23,2,12,.167,0,4,.000,2,8,.250,4,4,1.000,.363,2,0,2,3,1,1,1,1,10,6.2,-3.6
6353,Jarrett Allen\allenja01,23-220,C-F,CLE,,ORL,W,2021-11-27,1,36,8,9,.889,8,9,.889,0,0,,3,4,.750,.883,4,7,11,3,0,2,1,3,19,21.7,9.6
